cinder_store_password,"Optional. Default: None Can only be specified in configuration files. This option is specific to the Cinder storage backend. Password for the user authenticating against Cinder. If <None>, the current
context auth token is used. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set."
cinder_store_project_name,"Optional. Default: None Can only be specified in configuration files. This option is specific to the Cinder storage backend. Project name where the image is stored in Cinder. If <None>, the project
in current context is used. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set."
cinder_store_project_domain_name,"Optional. Default: Default Can only be specified in configuration files. This option is specific to the Cinder storage backend. Domain of the project where the image volume is stored in cinder. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set."
cinder_store_auth_address,"Optional. Default: None Can only be specified in configuration files. This option is specific to the Cinder storage backend. The address where the Cinder authentication service is listening. If <None>,
the cinder endpoint in the service catalog is used. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set."
rootwrap_config,Optional. Default: /etc/glance/rootwrap.conf Can only be specified in configuration files. This option is specific to the Cinder storage backend. Path to the rootwrap configuration file to use for running commands as root.
lock_path,"Required.  Defaults to environment variable OSLO_LOCK_PATH, though we
recommend setting a value in the configuration file. This specifies the directory to use for lock files. NOTE: This option must be set in the [oslo_concurrency] section of the
configuration file."
vmware_server_host,"Required when using the VMware storage backend. Can only be specified in configuration files. Sets the address of the ESX/ESXi or vCenter Server target system.
The address can contain an IP ( 127.0.0.1 ), an IP and port
( 127.0.0.1:443 ), a DNS name ( www.my-domain.com ) or DNS and port. This option is specific to the VMware storage backend."
vmware_server_username,Required when using the VMware storage backend. Can only be specified in configuration files. Username for authenticating with VMware ESX/ESXi or vCenter Server.
vmware_server_password,Required when using the VMware storage backend. Can only be specified in configuration files. Password for authenticating with VMware ESX/ESXi or vCenter Server.
vmware_datastores,"Required when using the VMware storage backend. This option can only be specified in configuration file and is specific
to the VMware storage backend. vmware_datastores allows administrators to configure multiple datastores to
save glance image in the VMware store backend. The required format for the
option is: <datacenter_path>:<datastore_name>:<optional_weight>. where datacenter_path is the inventory path to the datacenter where the
datastore is located. An optional weight can be given to specify the
priority. Example: NOTE : This option can be specified multiple times to specify multiple datastores. Either vmware_datastore_name or vmware_datastores option must be specified
in glance-api.conf Datastore with weight 200 has precedence over datastore with weight 100. If no weight is specified, default weight ‘0’ is associated with it. If two datastores have same weight, the datastore with maximum free space
will be chosen to store the image. If the datacenter path or datastore name contains a colon (:) symbol, it
must be escaped with a backslash."
vmware_api_retry_count,"Optional. Default: 10 Can only be specified in configuration files. The number of times VMware ESX/VC server API must be
retried upon connection related issues."
vmware_task_poll_interval,Optional. Default: 5 Can only be specified in configuration files. The interval used for polling remote tasks invoked on VMware ESX/VC server.
vmware_store_image_dir,"Optional. Default: /openstack_glance Can only be specified in configuration files. The path to access the folder where the images will be stored
in the datastore."
vmware_api_insecure,Optional. Default: False Can only be specified in configuration files. Allow to perform insecure SSL requests to ESX/VC server.
vmware_server_host,"Required when using the VMware storage backend. Can only be specified in configuration files. Sets the address of the ESX/ESXi or vCenter Server target system.
The address can contain an IP ( 127.0.0.1 ), an IP and port
( 127.0.0.1:443 ), a DNS name ( www.my-domain.com ) or DNS and port. This option is specific to the VMware storage backend."
vmware_server_username,Required when using the VMware storage backend. Can only be specified in configuration files. Username for authenticating with VMware ESX/ESXi or vCenter Server.
vmware_server_password,Required when using the VMware storage backend. Can only be specified in configuration files. Password for authenticating with VMware ESX/ESXi or vCenter Server.
vmware_datastores,"Required when using the VMware storage backend. This option can only be specified in configuration file and is specific
to the VMware storage backend. vmware_datastores allows administrators to configure multiple datastores to
save glance image in the VMware store backend. The required format for the
option is: <datacenter_path>:<datastore_name>:<optional_weight>. where datacenter_path is the inventory path to the datacenter where the
datastore is located. An optional weight can be given to specify the
priority. Example: NOTE : This option can be specified multiple times to specify multiple datastores. Either vmware_datastore_name or vmware_datastores option must be specified
in glance-api.conf Datastore with weight 200 has precedence over datastore with weight 100. If no weight is specified, default weight ‘0’ is associated with it. If two datastores have same weight, the datastore with maximum free space
will be chosen to store the image. If the datacenter path or datastore name contains a colon (:) symbol, it
must be escaped with a backslash."
vmware_api_retry_count,"Optional. Default: 10 Can only be specified in configuration files. The number of times VMware ESX/VC server API must be
retried upon connection related issues."
vmware_task_poll_interval,Optional. Default: 5 Can only be specified in configuration files. The interval used for polling remote tasks invoked on VMware ESX/VC server.
vmware_store_image_dir,"Optional. Default: /openstack_glance Can only be specified in configuration files. The path to access the folder where the images will be stored
in the datastore."
vmware_api_insecure,Optional. Default: False Can only be specified in configuration files. Allow to perform insecure SSL requests to ESX/VC server.
s3_store_host,"Can only be specified in configuration files. The host where the S3 server is listening. This option can contain a DNS name
(e.g. s3.amazonaws.com, my-object-storage.com) or an IP address (127.0.0.1). Example:"
s3_store_access_key,"Can only be specified in configuration files. Access Key for authenticating with the Amazon S3 or S3 compatible storage
server."
s3_store_secret_key,"Can only be specified in configuration files. Secret Key for authenticating with the Amazon S3 or S3 compatible storage
server."
s3_store_bucket,"Can only be specified in configuration files. Bucket name where the glance images will be stored in the S3.
If s3_store_create_bucket_on_put is set to true, it will be created
automatically even if the bucket does not exist."
s3_store_create_bucket_on_put,"Optional. Default: False Can only be specified in configuration files. Determine whether S3 should create a new bucket. This option takes boolean
value to indicate whether or not Glance should create new bucket to S3 if it
does not exist."
s3_store_bucket_url_format,"Optional. Default: auto Can only be specified in configuration files. This option takes access model that is used to specify the address of an
object in an S3 bucket. You can set the value from auto , virtual or path . NOTE : In path -style, the endpoint for the object looks like https://s3.amazonaws.com/bucket/example.img . In virtual -style, the endpoint for the object looks like https://bucket.s3.amazonaws.com/example.img . If you do not follow the DNS naming convention in the bucket name, you can
get objects in the path style, but not in the virtual style."
s3_store_large_object_size,"Optional. Default: 100 Can only be specified in configuration files. What size, in MB, should S3 start chunking image files and do a multipart
upload in S3."
s3_store_large_object_chunk_size,"Optional. Default: 10 Can only be specified in configuration files. What multipart upload part size, in MB, should S3 use when uploading parts."
s3_store_thread_pools,Optional. Default: 10 Can only be specified in configuration files. The number of thread pools to perform a multipart upload in S3.
swift_store_endpoint,"Optional. Default: None Can only be specified in configuration files. Overrides the storage URL returned by auth. The URL should include the
path up to and excluding the container. The location of an object is
obtained by appending the container and object to the configured URL.
e.g. https://www.my-domain.com/v1/path_up_to_container"
image_size_cap,"Optional. Default: 1099511627776 (1 TB) Maximum image size, in bytes, which can be uploaded through
the Glance API server. IMPORTANT NOTE : this value should only be increased after careful
consideration and must be set to a value under 8 EB (9223372036854775808)."
user_storage_quota,"Optional. Default: 0 (Unlimited). This value specifies the maximum amount of storage that each user can use
across all storage systems. Optionally unit can be specified for the value.
Values are accepted in B, KB, MB, GB or TB which are for Bytes, KiloBytes,
MegaBytes, GigaBytes and TeraBytes respectively. Default unit is Bytes. user_storage_quota=20GB"
image_cache_dir,"Required when image cache middleware is enabled. Default: /var/lib/glance/image-cache This is the base directory the image cache can write files to.
Make sure the directory is writable by the user running the glance-api server"
image_cache_driver,"Optional. Choice of sqlite , xattr or centralized_db Default: centralized_db The default centralized_db cache driver has no special
dependencies, other than worker_self_reference_url which needs
to be configured to store the reference of node in the database.
Earlier cache database used to be independent for each glance api
service, now with centralized_db cache driver it stores
information about the cached files at one place which is in
a central database. Old records from SQLite database will
be migrated to
central database on service restart during upgrade process. The sqlite cache driver has no special dependencies, other
than the python-sqlite3 library, which is installed on virtually
all operating systems with modern versions of Python. It stores
information about the cached files in a SQLite database. NOTE In Caracal release sqlite cache driver has been deprecated and will
be removed in F development cycle. The xattr cache driver required the python-xattr>=0.6.0 library
and requires that the filesystem containing image_cache_dir have
access times tracked for all files (in other words, the noatime option
CANNOT be set for that filesystem). In addition, user_xattr must be
set on the filesystem’s description line in fstab."
image_cache_sqlite_db,"Optional. Default: cache.db When using the sqlite cache driver, you can set the name of the database
that will be used to store the cached images information. The database
is always contained in the image_cache_dir . NOTE In Caracal release image_cache_sqlite_db option has been deprecated
and will be removed in F development cycle."
image_cache_max_size,"Optional. Default: 10737418240 (10 GB) Size, in bytes, that the image cache should be constrained to. Images files
are cached automatically in the local image cache, even if the writing of
that image file would put the total cache size over this size. The glance-cache-pruner executable is what prunes the image cache to be equal
to or less than this value. The glance-cache-pruner executable is
designed to be run via cron on a regular basis. See more about this
executable in Controlling the Growth of the Image Cache"
image_cache_dir,"Required when image cache middleware is enabled. Default: /var/lib/glance/image-cache This is the base directory the image cache can write files to.
Make sure the directory is writable by the user running the glance-api server"
image_cache_driver,"Optional. Choice of sqlite , xattr or centralized_db Default: centralized_db The default centralized_db cache driver has no special
dependencies, other than worker_self_reference_url which needs
to be configured to store the reference of node in the database.
Earlier cache database used to be independent for each glance api
service, now with centralized_db cache driver it stores
information about the cached files at one place which is in
a central database. Old records from SQLite database will
be migrated to
central database on service restart during upgrade process. The sqlite cache driver has no special dependencies, other
than the python-sqlite3 library, which is installed on virtually
all operating systems with modern versions of Python. It stores
information about the cached files in a SQLite database. NOTE In Caracal release sqlite cache driver has been deprecated and will
be removed in F development cycle. The xattr cache driver required the python-xattr>=0.6.0 library
and requires that the filesystem containing image_cache_dir have
access times tracked for all files (in other words, the noatime option
CANNOT be set for that filesystem). In addition, user_xattr must be
set on the filesystem’s description line in fstab."
image_cache_sqlite_db,"Optional. Default: cache.db When using the sqlite cache driver, you can set the name of the database
that will be used to store the cached images information. The database
is always contained in the image_cache_dir . NOTE In Caracal release image_cache_sqlite_db option has been deprecated
and will be removed in F development cycle."
image_cache_max_size,"Optional. Default: 10737418240 (10 GB) Size, in bytes, that the image cache should be constrained to. Images files
are cached automatically in the local image cache, even if the writing of
that image file would put the total cache size over this size. The glance-cache-pruner executable is what prunes the image cache to be equal
to or less than this value. The glance-cache-pruner executable is
designed to be run via cron on a regular basis. See more about this
executable in Controlling the Growth of the Image Cache"
[oslo_messaging_notifications]/driver,"Optional. Default: noop Sets the notification driver used by oslo.messaging. Options include messaging , messagingv2 , log and routing . NOTE In M release, the``[DEFAULT]/notification_driver`` option has been
deprecated in favor of [oslo_messaging_notifications]/driver . For more information see Glance notifications and oslo.messaging ."
[DEFAULT]/disabled_notifications,"Optional. Default: [] List of disabled notifications. A notification can be given either as a
notification type to disable a single event, or as a notification group
prefix to disable all events within a group. Example: if this config option is set to
[“image.create”, “metadef_namespace”], then “image.create” notification will
not be sent after image is created and none of the notifications
for metadefinition namespaces will be sent."
property_protection_file,"Optional. Default: not enabled. If property_protection_file is set, the file may use either roles or policies
to specify property protections."
property_protection_rule_format,Optional. Default: roles .
task_time_to_live,"Optional. Default: 48 The config value task_executor is used to determine which executor
should be used by the Glance service to process the task. The currently
available implementation is: taskflow ."
task_executor,"Optional. Default: taskflow The taskflow engine has its own set of configuration options,
under the taskflow_executor section, that can be tuned to improve
the task execution process. Among the available options, you may find engine_mode and max_workers . The former allows for selecting
an execution model and the available options are serial , parallel and worker-based . The max_workers option,
instead, allows for controlling the number of workers that will be
instantiated per executor instance. The default value for the engine_mode is parallel , whereas
the default number of max_workers is 10 ."
enabled,"Optional. Default: False There is one more configuration option that needs to be defined to enable
Glance services profiling. The config value hmac_keys is used for
encrypting context data for performance profiling."
hmac_keys,"Optional. Default: SECRET_KEY IMPORTANT NOTE : in order to make profiling work as designed operator
needs to make those values of HMAC key be consistent for all services
in their deployment. Without HMAC key the profiling will not be triggered
even profiling feature is enabled. The config value trace_sqlalchemy is used to determine whether fully
enable sqlalchemy engine based SQL execution profiling feature for glance-api
service."
trace_sqlalchemy,Optional. Default: False
public_endpoint,Optional. Default: None
http_keepalive,"If False, server will return the header “Connection: close”, If True, server
will return “Connection: Keep-Alive” in its responses. In order to close the
client socket connection explicitly after the response is sent and read
successfully by the client, you simply have to set this option to False when
you create a wsgi server."
disk_formats,"Optional. Default: ami,ari,aki,vhd,vhdx,vmdk,raw,qcow2,vdi,iso,ploop"
