ID,Option A,Option B,Option A Description,Option B Description
27,fs.ftp.host.port,fs.ftp.host, FTP filesystem connects to fs.ftp.host on this port  ,FTP filesystem connects to this server
28,fs.s3n.multipart.uploads.enabled,fs.s3n.multipart.uploads.block.size,"Setting this property to true enables multiple uploads to  native S3 filesystem. When uploading a file, it is split into blocks  if the size is larger than fs.s3n.multipart.uploads.block.size.  ",The block size for multipart uploads to native S3 filesystem.  Default size is 64MB.  
29,fs.s3a.aws.credentials.provider,fs.s3a.access.key," Comma-separated class names of credential provider classes which implement com.amazonaws.auth.AWSCredentialsProvider. These are loaded and queried in sequence for a valid set of credentials. Each listed class must implement one of the following means of construction, which are attempted in order: 1. a public constructor accepting java.net.URI and  org.apache.hadoop.conf.Configuration, 2. a public static method named getInstance that accepts no    arguments and returns an instance of    com.amazonaws.auth.AWSCredentialsProvider, or 3. a public default constructor. Specifying org.apache.hadoop.fs.s3a.AnonymousAWSCredentialsProvider allows anonymous access to a publicly accessible S3 bucket without any credentials. Please note that allowing anonymous access to an S3 bucket compromises security and therefore is unsuitable for most use cases. It can be useful for accessing public data sets without requiring AWS credentials. If unspecified, then the default list of credential provider classes, queried in sequence, is: 1. org.apache.hadoop.fs.s3a.BasicAWSCredentialsProvider: supports static  configuration of AWS access key ID and secret access key.  See also  fs.s3a.access.key and fs.s3a.secret.key. 2. com.amazonaws.auth.EnvironmentVariableCredentialsProvider: supports  configuration of AWS access key ID and secret access key in  environment variables named AWS_ACCESS_KEY_ID and  AWS_SECRET_ACCESS_KEY, as documented in the AWS SDK. 3. org.apache.hadoop.fs.s3a.SharedInstanceProfileCredentialsProvider:  a shared instance of  com.amazonaws.auth.InstanceProfileCredentialsProvider from the AWS  SDK, which supports use of instance profile credentials if running  in an EC2 VM.  Using this shared instance potentially reduces load  on the EC2 instance metadata service for multi-threaded  applications.  ",AWS access key ID used by S3A file system. Omit for IAM role-based or provider-based authentication.
30,fs.s3a.aws.credentials.provider,fs.s3a.secret.key," Comma-separated class names of credential provider classes which implement com.amazonaws.auth.AWSCredentialsProvider. These are loaded and queried in sequence for a valid set of credentials. Each listed class must implement one of the following means of construction, which are attempted in order: 1. a public constructor accepting java.net.URI and  org.apache.hadoop.conf.Configuration, 2. a public static method named getInstance that accepts no    arguments and returns an instance of    com.amazonaws.auth.AWSCredentialsProvider, or 3. a public default constructor. Specifying org.apache.hadoop.fs.s3a.AnonymousAWSCredentialsProvider allows anonymous access to a publicly accessible S3 bucket without any credentials. Please note that allowing anonymous access to an S3 bucket compromises security and therefore is unsuitable for most use cases. It can be useful for accessing public data sets without requiring AWS credentials. If unspecified, then the default list of credential provider classes, queried in sequence, is: 1. org.apache.hadoop.fs.s3a.BasicAWSCredentialsProvider: supports static  configuration of AWS access key ID and secret access key.  See also  fs.s3a.access.key and fs.s3a.secret.key. 2. com.amazonaws.auth.EnvironmentVariableCredentialsProvider: supports  configuration of AWS access key ID and secret access key in  environment variables named AWS_ACCESS_KEY_ID and  AWS_SECRET_ACCESS_KEY, as documented in the AWS SDK. 3. org.apache.hadoop.fs.s3a.SharedInstanceProfileCredentialsProvider:  a shared instance of  com.amazonaws.auth.InstanceProfileCredentialsProvider from the AWS  SDK, which supports use of instance profile credentials if running  in an EC2 VM.  Using this shared instance potentially reduces load  on the EC2 instance metadata service for multi-threaded  applications.  ",AWS secret key used by S3A file system. Omit for IAM role-based or provider-based authentication.
31,fs.s3a.security.credential.provider.path,hadoop.security.credential.provider.path," Optional comma separated list of credential providers, a list which is prepended to that set in hadoop.security.credential.provider.path  ", A comma-separated list of URLs that indicates the type and location of a list of providers that should be consulted.  
32,fs.s3a.proxy.port,fs.s3a.connection.ssl.enabled,"Proxy server port. If this property is not set but fs.s3a.proxy.host is, port 80 or 443 is assumed (consistent with the value of fs.s3a.connection.ssl.enabled).",Enables or disables SSL connections to S3.
33,fs.s3a.proxy.port,fs.s3a.proxy.host,"Proxy server port. If this property is not set but fs.s3a.proxy.host is, port 80 or 443 is assumed (consistent with the value of fs.s3a.connection.ssl.enabled).",Hostname of the (optional) proxy server for S3 connections.
34,fs.s3a.multipart.purge,fs.s3a.multipart.purge.age,"True if you want to purge existing multipart uploads that may not have been completed/aborted correctly. The corresponding purge age is defined in fs.s3a.multipart.purge.age. If set, when the filesystem is instantiated then all outstanding uploads older than the purge age will be terminated -across the entire bucket. This will impact multipart uploads by other applications and users. so should be used sparingly, with an age value chosen to stop failed uploads, without breaking ongoing operations.  ",Minimum age in seconds of multipart uploads to purge.  
35,fs.s3a.server-side-encryption.key,fs.s3a.server-side-encryption-algorithm,"Specific encryption key to use if fs.s3a.server-side-encryption-algorithm has been set to 'SSE-KMS' or 'SSE-C'. In the case of SSE-C, the value of this property should be the Base64 encoded key. If you are using SSE-KMS and leave this property empty, you'll be using your default's S3 KMS key, otherwise you should set this property to the specific KMS key id.  ","Specify a server-side encryption algorithm for s3a: file system. Unset by default.  It supports the following values: 'AES256' (for SSE-S3), 'SSE-KMS' and 'SSE-C'.  "
36,fs.s3a.fast.upload,fs.s3a.fast.upload.buffer, Use the incremental block-based fast upload mechanism with the buffering mechanism set in fs.s3a.fast.upload.buffer.  ," The buffering mechanism to use when using S3A fast upload (fs.s3a.fast.upload=true). Values: disk, array, bytebuffer. This configuration option has no effect if fs.s3a.fast.upload is false. ""disk"" will use the directories listed in fs.s3a.buffer.dir as the location(s) to save data prior to being uploaded. ""array"" uses arrays in the JVM heap ""bytebuffer"" uses off-heap memory within the JVM. Both ""array"" and ""bytebuffer"" will consume memory in a single stream up to the number of blocks set by:  fs.s3a.multipart.size * fs.s3a.fast.upload.active.blocks. If using either of these mechanisms, keep this value low The total number of threads performing work across all threads is set by fs.s3a.threads.max, with fs.s3a.max.total.tasks values setting the number of queued work items.  "
37,fs.s3a.fast.upload.buffer,fs.s3a.threads.max," The buffering mechanism to use when using S3A fast upload (fs.s3a.fast.upload=true). Values: disk, array, bytebuffer. This configuration option has no effect if fs.s3a.fast.upload is false. ""disk"" will use the directories listed in fs.s3a.buffer.dir as the location(s) to save data prior to being uploaded. ""array"" uses arrays in the JVM heap ""bytebuffer"" uses off-heap memory within the JVM. Both ""array"" and ""bytebuffer"" will consume memory in a single stream up to the number of blocks set by:  fs.s3a.multipart.size * fs.s3a.fast.upload.active.blocks. If using either of these mechanisms, keep this value low The total number of threads performing work across all threads is set by fs.s3a.threads.max, with fs.s3a.max.total.tasks values setting the number of queued work items.  ",The total number of threads available in the filesystem for data uploads *or any other queued filesystem operation*.
38,fs.s3a.fast.upload.buffer,fs.s3a.max.total.tasks," The buffering mechanism to use when using S3A fast upload (fs.s3a.fast.upload=true). Values: disk, array, bytebuffer. This configuration option has no effect if fs.s3a.fast.upload is false. ""disk"" will use the directories listed in fs.s3a.buffer.dir as the location(s) to save data prior to being uploaded. ""array"" uses arrays in the JVM heap ""bytebuffer"" uses off-heap memory within the JVM. Both ""array"" and ""bytebuffer"" will consume memory in a single stream up to the number of blocks set by:  fs.s3a.multipart.size * fs.s3a.fast.upload.active.blocks. If using either of these mechanisms, keep this value low The total number of threads performing work across all threads is set by fs.s3a.threads.max, with fs.s3a.max.total.tasks values setting the number of queued work items.  ",The number of operations which can be queued for execution
39,fs.s3a.fast.upload.buffer,fs.s3a.multipart.size," The buffering mechanism to use when using S3A fast upload (fs.s3a.fast.upload=true). Values: disk, array, bytebuffer. This configuration option has no effect if fs.s3a.fast.upload is false. ""disk"" will use the directories listed in fs.s3a.buffer.dir as the location(s) to save data prior to being uploaded. ""array"" uses arrays in the JVM heap ""bytebuffer"" uses off-heap memory within the JVM. Both ""array"" and ""bytebuffer"" will consume memory in a single stream up to the number of blocks set by:  fs.s3a.multipart.size * fs.s3a.fast.upload.active.blocks. If using either of these mechanisms, keep this value low The total number of threads performing work across all threads is set by fs.s3a.threads.max, with fs.s3a.max.total.tasks values setting the number of queued work items.  ","How big (in bytes) to split upload or copy operations up into. A suffix from the set {K,M,G,T,P} may be used to scale the numeric value.  "
40,fs.s3a.fast.upload.buffer,fs.s3a.buffer.dir," The buffering mechanism to use when using S3A fast upload (fs.s3a.fast.upload=true). Values: disk, array, bytebuffer. This configuration option has no effect if fs.s3a.fast.upload is false. ""disk"" will use the directories listed in fs.s3a.buffer.dir as the location(s) to save data prior to being uploaded. ""array"" uses arrays in the JVM heap ""bytebuffer"" uses off-heap memory within the JVM. Both ""array"" and ""bytebuffer"" will consume memory in a single stream up to the number of blocks set by:  fs.s3a.multipart.size * fs.s3a.fast.upload.active.blocks. If using either of these mechanisms, keep this value low The total number of threads performing work across all threads is set by fs.s3a.threads.max, with fs.s3a.max.total.tasks values setting the number of queued work items.  ",Comma separated list of directories that will be used to buffer file uploads to.
41,fs.s3a.fast.upload.buffer,fs.s3a.fast.upload," The buffering mechanism to use when using S3A fast upload (fs.s3a.fast.upload=true). Values: disk, array, bytebuffer. This configuration option has no effect if fs.s3a.fast.upload is false. ""disk"" will use the directories listed in fs.s3a.buffer.dir as the location(s) to save data prior to being uploaded. ""array"" uses arrays in the JVM heap ""bytebuffer"" uses off-heap memory within the JVM. Both ""array"" and ""bytebuffer"" will consume memory in a single stream up to the number of blocks set by:  fs.s3a.multipart.size * fs.s3a.fast.upload.active.blocks. If using either of these mechanisms, keep this value low The total number of threads performing work across all threads is set by fs.s3a.threads.max, with fs.s3a.max.total.tasks values setting the number of queued work items.  ", Use the incremental block-based fast upload mechanism with the buffering mechanism set in fs.s3a.fast.upload.buffer.  
42,fs.s3a.fast.upload.buffer,fs.s3a.fast.upload.active.blocks," The buffering mechanism to use when using S3A fast upload (fs.s3a.fast.upload=true). Values: disk, array, bytebuffer. This configuration option has no effect if fs.s3a.fast.upload is false. ""disk"" will use the directories listed in fs.s3a.buffer.dir as the location(s) to save data prior to being uploaded. ""array"" uses arrays in the JVM heap ""bytebuffer"" uses off-heap memory within the JVM. Both ""array"" and ""bytebuffer"" will consume memory in a single stream up to the number of blocks set by:  fs.s3a.multipart.size * fs.s3a.fast.upload.active.blocks. If using either of these mechanisms, keep this value low The total number of threads performing work across all threads is set by fs.s3a.threads.max, with fs.s3a.max.total.tasks values setting the number of queued work items.  "," Maximum Number of blocks a single output stream can have active (uploading, or queued to the central FileSystem instance's pool of queued operations. This stops a single stream overloading the shared thread pool.  "
43,fs.s3a.s3guard.ddb.table.capacity.write,fs.s3a.s3guard.ddb.table, Provisioned throughput requirements for write operations in terms of capacity units for the DynamoDB table.  Refer to related config fs.s3a.s3guard.ddb.table.capacity.read before usage.  ," The DynamoDB table name to operate. Without this property, the respective S3 bucket name will be used.  "
44,fs.s3a.s3guard.ddb.table.capacity.write,fs.s3a.s3guard.ddb.table.capacity.read, Provisioned throughput requirements for write operations in terms of capacity units for the DynamoDB table.  Refer to related config fs.s3a.s3guard.ddb.table.capacity.read before usage.  ," Provisioned throughput requirements for read operations in terms of capacity units for the DynamoDB table.  This config value will only be used when creating a new DynamoDB table, though later you can manually provision by increasing or decreasing read capacity as needed for existing tables. See DynamoDB documents for more information.  "
45,fs.azure.local.sas.key.mode,fs.azure.secure.mode," Works in conjuction with fs.azure.secure.mode. Setting this config to true results in fs.azure.NativeAzureFileSystem using the local SAS key generation where the SAS keys are generating in the same process as fs.azure.NativeAzureFileSystem. If fs.azure.secure.mode flag is set to false, this flag has no effect.  "," Config flag to identify the mode in which fs.azure.NativeAzureFileSystem needs to run under. Setting it ""true"" would make fs.azure.NativeAzureFileSystem use SAS keys to communicate with Azure storage.  "
46,fs.azure.authorization.caching.enable,fs.azure.authorization, Config flag to enable caching of authorization results and saskeys in WASB. This flag is relevant only when fs.azure.authorization is enabled.  ," Config flag to enable authorization support in WASB. Setting it to ""true"" enables authorization support to WASB. Currently WASB authorization requires a remote service to provide authorization that needs to be specified via fs.azure.authorization.remote.service.url configuration  "
47,ipc.client.ping,ipc.client.rpc-timeout.ms,"Send a ping to the server when timeout on reading the response,  if set to true. If no failure is detected, the client retries until at least  a byte is read or the time given by ipc.client.rpc-timeout.ms is passed.  ","Timeout on waiting response from server, in milliseconds.  If ipc.client.ping is set to true and this rpc-timeout is greater than  the value of ipc.ping.interval, the effective value of the rpc-timeout is  rounded up to multiple of ipc.ping.interval.  "
48,ipc.ping.interval,ipc.client.ping,"Timeout on waiting response from server, in milliseconds.  The client will send ping when the interval is passed without receiving bytes,  if ipc.client.ping is set to true.  ","Send a ping to the server when timeout on reading the response,  if set to true. If no failure is detected, the client retries until at least  a byte is read or the time given by ipc.client.rpc-timeout.ms is passed.  "
49,ipc.client.rpc-timeout.ms,ipc.client.ping,"Timeout on waiting response from server, in milliseconds.  If ipc.client.ping is set to true and this rpc-timeout is greater than  the value of ipc.ping.interval, the effective value of the rpc-timeout is  rounded up to multiple of ipc.ping.interval.  ","Send a ping to the server when timeout on reading the response,  if set to true. If no failure is detected, the client retries until at least  a byte is read or the time given by ipc.client.rpc-timeout.ms is passed.  "
50,ipc.client.rpc-timeout.ms,ipc.ping.interval,"Timeout on waiting response from server, in milliseconds.  If ipc.client.ping is set to true and this rpc-timeout is greater than  the value of ipc.ping.interval, the effective value of the rpc-timeout is  rounded up to multiple of ipc.ping.interval.  ","Timeout on waiting response from server, in milliseconds.  The client will send ping when the interval is passed without receiving bytes,  if ipc.client.ping is set to true.  "
51,net.topology.node.switch.mapping.impl,net.topology.script.file.name," The default implementation of the DNSToSwitchMapping. It invokes a script specified in net.topology.script.file.name to resolve node names. If the value for net.topology.script.file.name is not set, the default value of DEFAULT_RACK is returned for all node names.  "," The script name that should be invoked to resolve DNS names to NetworkTopology names. Example: the script would take host.foo.bar as an argument, and return /rack1 as the output.  "
52,net.topology.script.number.args,net.topology.script.file.name, The max number of args that the script configured with net.topology.script.file.name should be run with. Each arg is an IP address.  ," The script name that should be invoked to resolve DNS names to NetworkTopology names. Example: the script would take host.foo.bar as an argument, and return /rack1 as the output.  "
53,net.topology.table.file.name,net.topology.node.switch.mapping.impl," The file name for a topology file, which is used when the net.topology.node.switch.mapping.impl property is set to org.apache.hadoop.net.TableMapping. The file format is a two column text file, with columns separated by whitespace. The first column is a DNS or IP address and the second column specifies the rack where the address maps. If no entry corresponding to a host in the cluster is found, then /default-rack is assumed.  "," The default implementation of the DNSToSwitchMapping. It invokes a script specified in net.topology.script.file.name to resolve node names. If the value for net.topology.script.file.name is not set, the default value of DEFAULT_RACK is returned for all node names.  "
54,file.bytes-per-checksum,file.stream-buffer-size,The number of bytes per checksum.  Must not be larger than  file.stream-buffer-size,"The size of buffer to stream files.  The size of this buffer should probably be a multiple of hardware  page size (4096 on Intel x86), and it determines how much data is  buffered during read and write operations."
55,s3.bytes-per-checksum,s3.stream-buffer-size,The number of bytes per checksum.  Must not be larger than  s3.stream-buffer-size,"The size of buffer to stream files.  The size of this buffer should probably be a multiple of hardware  page size (4096 on Intel x86), and it determines how much data is  buffered during read and write operations."
