ID,Option A,Option B,Option A Description,Option B Description
17,hbase.regionserver.compaction.check.period,hbase.server.thread.wakefrequency,"It determines the compaction check period of CompactionChecker in regionserver.   If unset, it uses hbase.server.thread.wakefrequency as default value.   (in milliseconds)","In master side, this config is the period used for FS related behaviors:   checking if hdfs is out of safe mode, setting or checking hbase.version file,   setting or checking hbase.id file. Using default value should be fine.   In regionserver side, this config is used in several places: flushing check interval,   compaction check interval, wal rolling check interval. Specially, admin can tune   flushing and compaction check interval by hbase.regionserver.flush.check.period   and hbase.regionserver.compaction.check.period. (in milliseconds)"
18,hbase.server.versionfile.writeattempts,hbase.server.thread.wakefrequency, How many times to retry attempting to write a version file before just aborting. Each attempt is separated by the hbase.server.thread.wakefrequency milliseconds.,"In master side, this config is the period used for FS related behaviors:   checking if hdfs is out of safe mode, setting or checking hbase.version file,   setting or checking hbase.id file. Using default value should be fine.   In regionserver side, this config is used in several places: flushing check interval,   compaction check interval, wal rolling check interval. Specially, admin can tune   flushing and compaction check interval by hbase.regionserver.flush.check.period   and hbase.regionserver.compaction.check.period. (in milliseconds)"
19,hbase.hregion.memstore.flush.size,hbase.server.thread.wakefrequency, Memstore will be flushed to disk if size of the memstore exceeds this number of bytes.  Value is checked by a thread that runs every hbase.server.thread.wakefrequency.,"In master side, this config is the period used for FS related behaviors:   checking if hdfs is out of safe mode, setting or checking hbase.version file,   setting or checking hbase.id file. Using default value should be fine.   In regionserver side, this config is used in several places: flushing check interval,   compaction check interval, wal rolling check interval. Specially, admin can tune   flushing and compaction check interval by hbase.regionserver.flush.check.period   and hbase.regionserver.compaction.check.period. (in milliseconds)"
20,hbase.hregion.percolumnfamilyflush.size.lower.bound.min,hbase.hregion.memstore.flush.size," If FlushLargeStoresPolicy is used and there are multiple column families, then every time that we hit the total memstore limit, we find out all the column families whose memstores exceed a ""lower bound"" and only flush them while retaining the others in memory. The ""lower bound"" will be ""hbase.hregion.memstore.flush.size / column_family_number"" by default unless value of this property is larger than that. If none of the families have their memstore size more than lower bound, all the memstores will be flushed (just as usual). ", Memstore will be flushed to disk if size of the memstore exceeds this number of bytes.  Value is checked by a thread that runs every hbase.server.thread.wakefrequency.
21,hbase.hregion.memstore.block.multiplier,hbase.hregion.memstore.flush.size," Block updates if memstore has hbase.hregion.memstore.block.multiplier times hbase.hregion.memstore.flush.size bytes.  Useful preventing runaway memstore during spikes in update traffic.  Without an upper-bound, memstore fills such that when it flushes the resultant flush files take a long time to compact or split, or worse, we OOME.", Memstore will be flushed to disk if size of the memstore exceeds this number of bytes.  Value is checked by a thread that runs every hbase.server.thread.wakefrequency.
22,hbase.hregion.max.filesize,hbase.hregion.split.overallfiles,"Maximum file size. If the sum of the sizes of a region's HFiles has   grown to exceed this value, the region is split in two. There are two choices of   how this option works, the first is when any store's size exceed the threshold   then split, and the other is overall region's size exceed the threshold then split,   it can be configed by hbase.hregion.split.overallfiles.",If we should sum overall region files size when check to split.
23,hbase.hregion.majorcompaction,hbase.hregion.majorcompaction.jitter,"Time between major compactions, expressed in milliseconds. Set to 0 to disable   time-based automatic major compactions. User-requested and size-based major compactions will   still run. This value is multiplied by hbase.hregion.majorcompaction.jitter to cause   compaction to start at a somewhat-random time during a given window of time. The default value   is 7 days, expressed in milliseconds. If major compactions are causing disruption in your   environment, you can configure them to run at off-peak times for your deployment, or disable   time-based major compactions by setting this parameter to 0, and run major compactions in a   cron job or by another external mechanism.","A multiplier applied to hbase.hregion.majorcompaction to cause compaction to occur   a given amount of time either side of hbase.hregion.majorcompaction. The smaller the number,   the closer the compactions will happen to the hbase.hregion.majorcompaction   interval."
24,hbase.hregion.majorcompaction.jitter,hbase.hregion.majorcompaction,"A multiplier applied to hbase.hregion.majorcompaction to cause compaction to occur   a given amount of time either side of hbase.hregion.majorcompaction. The smaller the number,   the closer the compactions will happen to the hbase.hregion.majorcompaction   interval.","Time between major compactions, expressed in milliseconds. Set to 0 to disable   time-based automatic major compactions. User-requested and size-based major compactions will   still run. This value is multiplied by hbase.hregion.majorcompaction.jitter to cause   compaction to start at a somewhat-random time during a given window of time. The default value   is 7 days, expressed in milliseconds. If major compactions are causing disruption in your   environment, you can configure them to run at off-peak times for your deployment, or disable   time-based major compactions by setting this parameter to 0, and run major compactions in a   cron job or by another external mechanism."
25,hbase.hstore.blockingStoreFiles,hbase.hstore.blockingWaitTime," If more than this number of StoreFiles exist in any one Store (one StoreFile  is written per flush of MemStore), updates are blocked for this region until a compaction is   completed, or until hbase.hstore.blockingWaitTime has been exceeded."," The time for which a region will block updates after reaching the StoreFile limit defined by hbase.hstore.blockingStoreFiles. After this time has elapsed, the region will stop blocking updates even if a compaction has not been completed."
26,hbase.hstore.blockingWaitTime,hbase.hstore.blockingStoreFiles," The time for which a region will block updates after reaching the StoreFile limit defined by hbase.hstore.blockingStoreFiles. After this time has elapsed, the region will stop blocking updates even if a compaction has not been completed."," If more than this number of StoreFiles exist in any one Store (one StoreFile  is written per flush of MemStore), updates are blocked for this region until a compaction is   completed, or until hbase.hstore.blockingWaitTime has been exceeded."
27,hbase.hstore.compaction.min,hbase.hstore.compactionThreshold,"The minimum number of StoreFiles which must be eligible for compaction before   compaction can run. The goal of tuning hbase.hstore.compaction.min is to avoid ending up with   too many tiny StoreFiles to compact. Setting this value to 2 would cause a minor compaction   each time you have two StoreFiles in a Store, and this is probably not appropriate. If you   set this value too high, all the other values will need to be adjusted accordingly. For most   cases, the default value is appropriate  (empty value here, results in 3 by code logic). In   previous versions of HBase, the parameter hbase.hstore.compaction.min was named   hbase.hstore.compactionThreshold."," If more than or equal to this number of StoreFiles exist in any one Store   (one StoreFile is written per flush of MemStore), a compaction is run to rewrite all   StoreFiles into a single StoreFile. Larger values delay compaction, but when compaction does   occur, it takes longer to complete."
28,hbase.hstore.compaction.min.size,hbase.hstore.compaction.ratio,"A StoreFile (or a selection of StoreFiles, when using ExploringCompactionPolicy)   smaller than this size will always be eligible for minor compaction.   HFiles this size or larger are evaluated by hbase.hstore.compaction.ratio to determine if   they are eligible. Because this limit represents the ""automatic include"" limit for all   StoreFiles smaller than this value, this value may need to be reduced in write-heavy   environments where many StoreFiles in the 1-2 MB range are being flushed, because every   StoreFile will be targeted for compaction and the resulting StoreFiles may still be under the   minimum size and require further compaction. If this parameter is lowered, the ratio check is   triggered more quickly. This addressed some issues seen in earlier versions of HBase but   changing this parameter is no longer necessary in most situations. Default: 128 MB expressed   in bytes.","For minor compaction, this ratio is used to determine whether a given StoreFile   which is larger than hbase.hstore.compaction.min.size is eligible for compaction. Its   effect is to limit compaction of large StoreFiles. The value of hbase.hstore.compaction.ratio   is expressed as a floating-point decimal. A large ratio, such as 10, will produce a single   giant StoreFile. Conversely, a low value, such as .25, will produce behavior similar to the   BigTable compaction algorithm, producing four StoreFiles. A moderate value of between 1.0 and   1.4 is recommended. When tuning this value, you are balancing write costs with read costs.   Raising the value (to something like 1.4) will have more write costs, because you will   compact larger StoreFiles. However, during reads, HBase will need to seek through fewer   StoreFiles to accomplish the read. Consider this approach if you cannot take advantage of   Bloom filters. Otherwise, you can lower this value to something like 1.0 to reduce the   background cost of writes, and use Bloom filters to control the number of StoreFiles touched   during reads. For most cases, the default value is appropriate."
29,hbase.hstore.compaction.max.size,hbase.hstore.compaction.max,"A StoreFile (or a selection of StoreFiles, when using ExploringCompactionPolicy)   larger than this size will be excluded from compaction. The effect of   raising hbase.hstore.compaction.max.size is fewer, larger StoreFiles that do not get   compacted often. If you feel that compaction is happening too often without much benefit, you   can try raising this value. Default: the value of LONG.MAX_VALUE, expressed in bytes.","The maximum number of StoreFiles which will be selected for a single minor   compaction, regardless of the number of eligible StoreFiles. Effectively, the value of   hbase.hstore.compaction.max controls the length of time it takes a single compaction to   complete. Setting it larger means that more StoreFiles are included in a compaction. For most   cases, the default value is appropriate."
30,hbase.hstore.compaction.ratio,hbase.hstore.compaction.min,"For minor compaction, this ratio is used to determine whether a given StoreFile   which is larger than hbase.hstore.compaction.min.size is eligible for compaction. Its   effect is to limit compaction of large StoreFiles. The value of hbase.hstore.compaction.ratio   is expressed as a floating-point decimal. A large ratio, such as 10, will produce a single   giant StoreFile. Conversely, a low value, such as .25, will produce behavior similar to the   BigTable compaction algorithm, producing four StoreFiles. A moderate value of between 1.0 and   1.4 is recommended. When tuning this value, you are balancing write costs with read costs.   Raising the value (to something like 1.4) will have more write costs, because you will   compact larger StoreFiles. However, during reads, HBase will need to seek through fewer   StoreFiles to accomplish the read. Consider this approach if you cannot take advantage of   Bloom filters. Otherwise, you can lower this value to something like 1.0 to reduce the   background cost of writes, and use Bloom filters to control the number of StoreFiles touched   during reads. For most cases, the default value is appropriate.","The minimum number of StoreFiles which must be eligible for compaction before   compaction can run. The goal of tuning hbase.hstore.compaction.min is to avoid ending up with   too many tiny StoreFiles to compact. Setting this value to 2 would cause a minor compaction   each time you have two StoreFiles in a Store, and this is probably not appropriate. If you   set this value too high, all the other values will need to be adjusted accordingly. For most   cases, the default value is appropriate  (empty value here, results in 3 by code logic). In   previous versions of HBase, the parameter hbase.hstore.compaction.min was named   hbase.hstore.compactionThreshold."
31,hbase.hstore.compaction.ratio,hbase.hstore.compaction.min.size,"For minor compaction, this ratio is used to determine whether a given StoreFile   which is larger than hbase.hstore.compaction.min.size is eligible for compaction. Its   effect is to limit compaction of large StoreFiles. The value of hbase.hstore.compaction.ratio   is expressed as a floating-point decimal. A large ratio, such as 10, will produce a single   giant StoreFile. Conversely, a low value, such as .25, will produce behavior similar to the   BigTable compaction algorithm, producing four StoreFiles. A moderate value of between 1.0 and   1.4 is recommended. When tuning this value, you are balancing write costs with read costs.   Raising the value (to something like 1.4) will have more write costs, because you will   compact larger StoreFiles. However, during reads, HBase will need to seek through fewer   StoreFiles to accomplish the read. Consider this approach if you cannot take advantage of   Bloom filters. Otherwise, you can lower this value to something like 1.0 to reduce the   background cost of writes, and use Bloom filters to control the number of StoreFiles touched   during reads. For most cases, the default value is appropriate.","A StoreFile (or a selection of StoreFiles, when using ExploringCompactionPolicy)   smaller than this size will always be eligible for minor compaction.   HFiles this size or larger are evaluated by hbase.hstore.compaction.ratio to determine if   they are eligible. Because this limit represents the ""automatic include"" limit for all   StoreFiles smaller than this value, this value may need to be reduced in write-heavy   environments where many StoreFiles in the 1-2 MB range are being flushed, because every   StoreFile will be targeted for compaction and the resulting StoreFiles may still be under the   minimum size and require further compaction. If this parameter is lowered, the ratio check is   triggered more quickly. This addressed some issues seen in earlier versions of HBase but   changing this parameter is no longer necessary in most situations. Default: 128 MB expressed   in bytes."
32,hbase.hstore.compaction.ratio.offpeak,hbase.hstore.compaction.ratio,"Allows you to set a different (by default, more aggressive) ratio for determining   whether larger StoreFiles are included in compactions during off-peak hours. Works in the   same way as hbase.hstore.compaction.ratio. Only applies if hbase.offpeak.start.hour and   hbase.offpeak.end.hour are also enabled.","For minor compaction, this ratio is used to determine whether a given StoreFile   which is larger than hbase.hstore.compaction.min.size is eligible for compaction. Its   effect is to limit compaction of large StoreFiles. The value of hbase.hstore.compaction.ratio   is expressed as a floating-point decimal. A large ratio, such as 10, will produce a single   giant StoreFile. Conversely, a low value, such as .25, will produce behavior similar to the   BigTable compaction algorithm, producing four StoreFiles. A moderate value of between 1.0 and   1.4 is recommended. When tuning this value, you are balancing write costs with read costs.   Raising the value (to something like 1.4) will have more write costs, because you will   compact larger StoreFiles. However, during reads, HBase will need to seek through fewer   StoreFiles to accomplish the read. Consider this approach if you cannot take advantage of   Bloom filters. Otherwise, you can lower this value to something like 1.0 to reduce the   background cost of writes, and use Bloom filters to control the number of StoreFiles touched   during reads. For most cases, the default value is appropriate."
33,hbase.hstore.compaction.ratio.offpeak,hbase.offpeak.start.hour,"Allows you to set a different (by default, more aggressive) ratio for determining   whether larger StoreFiles are included in compactions during off-peak hours. Works in the   same way as hbase.hstore.compaction.ratio. Only applies if hbase.offpeak.start.hour and   hbase.offpeak.end.hour are also enabled.","The start of off-peak hours, expressed as an integer between 0 and 23, inclusive.   Set to -1 to disable off-peak."
34,hbase.hstore.compaction.ratio.offpeak,hbase.offpeak.end.hour,"Allows you to set a different (by default, more aggressive) ratio for determining   whether larger StoreFiles are included in compactions during off-peak hours. Works in the   same way as hbase.hstore.compaction.ratio. Only applies if hbase.offpeak.start.hour and   hbase.offpeak.end.hour are also enabled.","The end of off-peak hours, expressed as an integer between 0 and 23, inclusive. Set   to -1 to disable off-peak."
35,hbase.regionserver.thread.compaction.throttle,hbase.hregion.memstore.flush.size,"There are two different thread pools for compactions, one for large compactions and   the other for small compactions. This helps to keep compaction of lean tables (such as   hbase:meta) fast. If a compaction is larger than this threshold, it   goes into the large compaction pool. In most cases, the default value is appropriate. Default:   2 x hbase.hstore.compaction.max x hbase.hregion.memstore.flush.size (which defaults to 128MB).   The value field assumes that the value of hbase.hregion.memstore.flush.size is unchanged from   the default.", Memstore will be flushed to disk if size of the memstore exceeds this number of bytes.  Value is checked by a thread that runs every hbase.server.thread.wakefrequency.
36,hbase.regionserver.thread.compaction.throttle,hbase.hstore.compaction.max,"There are two different thread pools for compactions, one for large compactions and   the other for small compactions. This helps to keep compaction of lean tables (such as   hbase:meta) fast. If a compaction is larger than this threshold, it   goes into the large compaction pool. In most cases, the default value is appropriate. Default:   2 x hbase.hstore.compaction.max x hbase.hregion.memstore.flush.size (which defaults to 128MB).   The value field assumes that the value of hbase.hregion.memstore.flush.size is unchanged from   the default.","The maximum number of StoreFiles which will be selected for a single minor   compaction, regardless of the number of eligible StoreFiles. Effectively, the value of   hbase.hstore.compaction.max controls the length of time it takes a single compaction to   complete. Setting it larger means that more StoreFiles are included in a compaction. For most   cases, the default value is appropriate."
37,hfile.block.cache.memory.size,hfile.block.cache.size,"Defines the maximum heap memory allocated for the HFile block cache,   specified in bytes or human-readable formats like '10m' for megabytes or '10g' for gigabytes.   This configuration allows setting an absolute memory size instead of a percentage of the maximum heap.   Takes precedence over hfile.block.cache.size if both are specified.",Percentage of maximum heap (-Xmx setting) to allocate to block cache  used by a StoreFile. Default of 0.4 means allocate 40%.  Set to 0 to disable but it's not recommended; you need at least  enough cache to hold the storefile indices.
38,hfile.format.version,hbase.replication.rpc.codec,The HFile format version to use for new files.   Version 3 adds support for tags in hfiles (See http://hbase.apache.org/book.html#hbase.tags).   Also see the configuration 'hbase.replication.rpc.codec'.   ,  		The codec that is to be used when replication is enabled so that  		the tags are also replicated. This is used along with HFileV3 which  		supports tags in them.  If tags are not used or if the hfile version used  		is HFileV2 then KeyValueCodec can be used as the replication codec. Note that  		using KeyValueCodecWithTags for replication when there are no tags causes no harm.  	
39,hbase.rpc.shortoperation.timeout,hbase.rpc.timeout,"This is another version of ""hbase.rpc.timeout"". For those RPC operation  within cluster, we rely on this configuration to set a short timeout limitation  for short operation. For example, short rpc timeout for region server's trying  to report to active master can benefit quicker master failover process.",This is for the RPC layer to define how long (millisecond) HBase client applications  take for a remote call to time out. It uses pings to check connections  but will eventually throw a TimeoutException.
40,hbase.unsafe.regionserver.hostname.disable.master.reversedns,hbase.unsafe.regionserver.hostname,"This config is for experts: don't set its value unless you really know what you are doing. When set to true, regionserver will use the current node hostname for the servername and HMaster will skip reverse DNS lookup and use the hostname sent by regionserver instead. Note that this config and hbase.unsafe.regionserver.hostname are mutually exclusive. See https://issues.apache.org/jira/browse/HBASE-18226 for more details.","This config is for experts: don't set its value unless you really know what you are doing. When set to a non-empty value, this represents the (external facing) hostname for the underlying server. See https://issues.apache.org/jira/browse/HBASE-12954 for details."
41,hbase.regionserver.kerberos.principal,hbase.regionserver.keytab.file,"Ex. ""hbase/_HOST@EXAMPLE.COM"".  The kerberos principal name that should be used to run the HRegionServer process.  The principal name should be in the form: user/hostname@DOMAIN.  If ""_HOST"" is used as the hostname portion, it will be replaced with the actual hostname of the running instance.  An entry for this principal must exist in the file specified in hbase.regionserver.keytab.file",Full path to the kerberos keytab file to use for logging in the configured HRegionServer server principal.
42,hbase.coprocessor.user.enabled,hbase.coprocessor.enabled,"Enables or disables user (aka. table) coprocessor loading. If 'false' (disabled), any table coprocessor attributes in table descriptors will be ignored. If ""hbase.coprocessor.enabled"" is 'false' this setting has no effect. ","Enables or disables coprocessor loading. If 'false' (disabled), any other coprocessor related configuration will be ignored. "
43,hbase.defaults.for.version.skip,hbase.defaults.for.version,"Set to true to skip the 'hbase.defaults.for.version' check. Setting this to true can be useful in contexts other than the other side of a maven generation; i.e. running in an IDE.  You'll want to set this boolean to true to avoid seeing the RuntimeException complaint: ""hbase-default.xml file seems to be for and old version of HBase (\${hbase.version}), this version is X.X.X-SNAPSHOT""",This defaults file was compiled for version ${project.version}. This variable is used to make sure that a user doesn't have an old version of hbase-default.xml on the classpath.
44,hbase.data.umask,hbase.data.umask.enable,File permissions that should be used to write data   files when hbase.data.umask.enable is true,"Enable, if true, that file permissions should be assigned   to the files written by the regionserver"
45,hbase.server.compactchecker.interval.multiplier,hbase.server.thread.wakefrequency,"The number that determines how often we scan to see if compaction is necessary.  Normally, compactions are done after some events (such as memstore flush), but if  region didn't receive a lot of writes for some time, or due to different compaction  policies, it may be necessary to check it periodically. The interval between checks is  hbase.server.compactchecker.interval.multiplier multiplied by  hbase.server.thread.wakefrequency.","In master side, this config is the period used for FS related behaviors:   checking if hdfs is out of safe mode, setting or checking hbase.version file,   setting or checking hbase.id file. Using default value should be fine.   In regionserver side, this config is used in several places: flushing check interval,   compaction check interval, wal rolling check interval. Specially, admin can tune   flushing and compaction check interval by hbase.regionserver.flush.check.period   and hbase.regionserver.compaction.check.period. (in milliseconds)"
46,dfs.domain.socket.path,dfs.client.read.shortcircuit,"   This is a path to a UNIX domain socket that will be used for   communication between the DataNode and local HDFS clients, if   dfs.client.read.shortcircuit is set to true. If the string ""_PORT"" is   present in this path, it will be replaced by the TCP port of the DataNode.   Be careful about permissions for the directory that hosts the shared   domain socket; dfsclient will complain if open to other users than the HBase user. ","   If set to true, this configuration parameter enables short-circuit local   reads. "
47,hbase.dfs.client.read.shortcircuit.buffer.size,dfs.client.read.shortcircuit,"If the DFSClient configuration dfs.client.read.shortcircuit.buffer.size is unset, we will use what is configured here as the short circuit read default direct byte buffer size. DFSClient native default is 1MB; HBase keeps its HDFS files open so number of file blocks * 1MB soon starts to add up and threaten OOME because of a shortage of direct memory.  So, we set it down from the default.  Make it > the default hbase block size set in the HColumnDescriptor which is usually 64k. ","   If set to true, this configuration parameter enables short-circuit local   reads. "
48,hbase.rest-csrf.browser-useragents-regex,hbase.rest.csrf.enabled," A comma-separated list of regular expressions used to match against an HTTP request's User-Agent header when protection against cross-site request forgery (CSRF) is enabled for REST server by setting hbase.rest.csrf.enabled to true.  If the incoming User-Agent matches any of these regular expressions, then the request is considered to be sent by a browser, and therefore CSRF prevention is enforced.  If the request's User-Agent does not match any of these regular expressions, then the request is considered to be sent by something other than a browser, such as scripted automation.  In this case, CSRF is not a potential attack vector, so the prevention is not enforced.  This helps achieve backwards-compatibility with existing automation that has not been updated to send the CSRF prevention header.  ", Set to true to enable protection against cross-site request forgery (CSRF)	
