id,filepath,var1,localvar1,var2,localvar2,code_snippet
11,apps/glance/glance/api/v2/discovery.py,enabled,CONF.enabled_backends,enabled_backends,get_stores.CONF.enabled_backends,"'value': CONF.get('enabled_import_methods')
        }

        return {
            'import-methods': import_methods
        }

    def get_stores(self, req):
        # TODO(abhishekk): This will be removed after config options
        # 'stores' and 'default_store' are removed.
        enabled_backends = CONF.enabled_backends
        if not enabled_backends:
            msg = _(""Multi backend is not supported at this site."")
            raise webob.exc.HTTPNotFound(explanation=msg)

        backends = []
        for backend in enabled_backends:
            if backend.startswith(""os_glance_""):
                continue"
12,apps/glance/glance/api/v2/discovery.py,enabled,get_stores.CONF.enabled_backends,enabled_backends,CONF.enabled_backends,"'value': CONF.get('enabled_import_methods')
        }

        return {
            'import-methods': import_methods
        }

    def get_stores(self, req):
        # TODO(abhishekk): This will be removed after config options
        # 'stores' and 'default_store' are removed.
        enabled_backends = CONF.enabled_backends
        if not enabled_backends:
            msg = _(""Multi backend is not supported at this site."")
            raise webob.exc.HTTPNotFound(explanation=msg)

        backends = []
        for backend in enabled_backends:
            if backend.startswith(""os_glance_""):
                continue"
13,apps/glance/glance/api/v2/discovery.py,enabled,get_stores.CONF.enabled_backends,enabled_backends,get_stores.CONF.enabled_backends,"'value': CONF.get('enabled_import_methods')
        }

        return {
            'import-methods': import_methods
        }

    def get_stores(self, req):
        # TODO(abhishekk): This will be removed after config options
        # 'stores' and 'default_store' are removed.
        enabled_backends = CONF.enabled_backends
        if not enabled_backends:
            msg = _(""Multi backend is not supported at this site."")
            raise webob.exc.HTTPNotFound(explanation=msg)

        backends = []
        for backend in enabled_backends:
            if backend.startswith(""os_glance_""):
                continue"
14,apps/glance/glance/api/v2/discovery.py,enabled,get_stores.enabled_backends,enabled_backends,get_stores.enabled_backends,"backends = []
        for backend in enabled_backends:
            if backend.startswith(""os_glance_""):
                continue

            stores = {}
            if enabled_backends[backend] == 'swift':
                conf_file = getattr(CONF, backend).swift_store_config_file
                multitenant = getattr(CONF, backend).swift_store_multi_tenant
                if multitenant and conf_file:
                    msg = (""The config options 'swift_store_multi_tenant' ""
                           ""and 'swift_store_config_file' are mutually ""
                           ""exclusive. If you intend to use multi-tenant ""
                           ""swift store, please make sure that you have ""
                           ""not set a swift configuration file with the ""
                           ""'swift_store_config_file' option. ""
                           ""Excluding `%s:%s` store details from the ""
                           ""response as it's not configured correctly.""
                           % (backend, enabled_backends[backend]))
                    LOG.warning(_LW(msg))"
15,apps/glance/glance/api/v2/discovery.py,enabled,get_stores.enabled_backends,enabled_backends,get_stores.enabled_backends,"backends = []
        for backend in enabled_backends:
            if backend.startswith(""os_glance_""):
                continue

            stores = {}
            if enabled_backends[backend] == 'swift':
                conf_file = getattr(CONF, backend).swift_store_config_file
                multitenant = getattr(CONF, backend).swift_store_multi_tenant
                if multitenant and conf_file:
                    msg = (""The config options 'swift_store_multi_tenant' ""
                           ""and 'swift_store_config_file' are mutually ""
                           ""exclusive. If you intend to use multi-tenant ""
                           ""swift store, please make sure that you have ""
                           ""not set a swift configuration file with the ""
                           ""'swift_store_config_file' option. ""
                           ""Excluding `%s:%s` store details from the ""
                           ""response as it's not configured correctly.""
                           % (backend, enabled_backends[backend]))
                    LOG.warning(_LW(msg))"
16,apps/glance/glance/api/v2/discovery.py,enabled,get_stores.enabled_backends,enabled_backends,get_stores.enabled_backends,"backends = []
        for backend in enabled_backends:
            if backend.startswith(""os_glance_""):
                continue

            stores = {}
            if enabled_backends[backend] == 'swift':
                conf_file = getattr(CONF, backend).swift_store_config_file
                multitenant = getattr(CONF, backend).swift_store_multi_tenant
                if multitenant and conf_file:
                    msg = (""The config options 'swift_store_multi_tenant' ""
                           ""and 'swift_store_config_file' are mutually ""
                           ""exclusive. If you intend to use multi-tenant ""
                           ""swift store, please make sure that you have ""
                           ""not set a swift configuration file with the ""
                           ""'swift_store_config_file' option. ""
                           ""Excluding `%s:%s` store details from the ""
                           ""response as it's not configured correctly.""
                           % (backend, enabled_backends[backend]))
                    LOG.warning(_LW(msg))"
17,apps/glance/glance/api/v2/discovery.py,enabled,get_stores.enabled_backends,enabled_backends,get_stores.enabled_backends,"backends = []
        for backend in enabled_backends:
            if backend.startswith(""os_glance_""):
                continue

            stores = {}
            if enabled_backends[backend] == 'swift':
                conf_file = getattr(CONF, backend).swift_store_config_file
                multitenant = getattr(CONF, backend).swift_store_multi_tenant
                if multitenant and conf_file:
                    msg = (""The config options 'swift_store_multi_tenant' ""
                           ""and 'swift_store_config_file' are mutually ""
                           ""exclusive. If you intend to use multi-tenant ""
                           ""swift store, please make sure that you have ""
                           ""not set a swift configuration file with the ""
                           ""'swift_store_config_file' option. ""
                           ""Excluding `%s:%s` store details from the ""
                           ""response as it's not configured correctly.""
                           % (backend, enabled_backends[backend]))
                    LOG.warning(_LW(msg))"
18,apps/glance/glance/api/v2/discovery.py,enabled,CONF.enabled_backends,enabled_backends,CONF.enabled_backends,"store_detail.s3_store_thread_pools
        }

    @staticmethod
    def _get_http_properties(store_detail):
        # NOTE(mrjoshi): Thre are no useful properties
        # to be exposed.
        return {}

    def get_stores_detail(self, req):
        enabled_backends = CONF.enabled_backends
        stores = self.get_stores(req).get('stores')
        try:
            api_policy.DiscoveryAPIPolicy(
                req.context,
                enforcer=self.policy).stores_info_detail()

            store_mapper = {
                'rbd': self._get_rbd_properties,
                'file': self._get_file_properties,"
19,apps/glance/glance/api/v2/discovery.py,enabled,CONF.enabled_backends,enabled_backends,get_stores_detail.CONF.enabled_backends,"store_detail.s3_store_thread_pools
        }

    @staticmethod
    def _get_http_properties(store_detail):
        # NOTE(mrjoshi): Thre are no useful properties
        # to be exposed.
        return {}

    def get_stores_detail(self, req):
        enabled_backends = CONF.enabled_backends
        stores = self.get_stores(req).get('stores')
        try:
            api_policy.DiscoveryAPIPolicy(
                req.context,
                enforcer=self.policy).stores_info_detail()

            store_mapper = {
                'rbd': self._get_rbd_properties,
                'file': self._get_file_properties,"
20,apps/glance/glance/api/v2/discovery.py,enabled,get_stores_detail.CONF.enabled_backends,enabled_backends,CONF.enabled_backends,"store_detail.s3_store_thread_pools
        }

    @staticmethod
    def _get_http_properties(store_detail):
        # NOTE(mrjoshi): Thre are no useful properties
        # to be exposed.
        return {}

    def get_stores_detail(self, req):
        enabled_backends = CONF.enabled_backends
        stores = self.get_stores(req).get('stores')
        try:
            api_policy.DiscoveryAPIPolicy(
                req.context,
                enforcer=self.policy).stores_info_detail()

            store_mapper = {
                'rbd': self._get_rbd_properties,
                'file': self._get_file_properties,"
21,apps/glance/glance/api/v2/discovery.py,enabled,get_stores_detail.CONF.enabled_backends,enabled_backends,get_stores_detail.CONF.enabled_backends,"store_detail.s3_store_thread_pools
        }

    @staticmethod
    def _get_http_properties(store_detail):
        # NOTE(mrjoshi): Thre are no useful properties
        # to be exposed.
        return {}

    def get_stores_detail(self, req):
        enabled_backends = CONF.enabled_backends
        stores = self.get_stores(req).get('stores')
        try:
            api_policy.DiscoveryAPIPolicy(
                req.context,
                enforcer=self.policy).stores_info_detail()

            store_mapper = {
                'rbd': self._get_rbd_properties,
                'file': self._get_file_properties,"
22,apps/glance/glance/api/v2/discovery.py,enabled,get_stores_detail.enabled_backends,enabled_backends,get_stores_detail.enabled_backends,"store_mapper = {
                'rbd': self._get_rbd_properties,
                'file': self._get_file_properties,
                'cinder': self._get_cinder_properties,
                'swift': self._get_swift_properties,
                's3': self._get_s3_properties,
                'http': self._get_http_properties
            }

            for store in stores:
                store_type = enabled_backends[store['id']]
                store['type'] = store_type
                store_detail = g_store.get_store_from_store_identifier(
                    store['id'])
                store['properties'] = store_mapper.get(store_type)(
                    store_detail)
                store['weight'] = getattr(CONF, store['id']).weight

        except exception.Forbidden as e:
            LOG.debug(""User not permitted to view details"")"
23,apps/glance/glance/api/v2/discovery.py,enabled,get_stores_detail.enabled_backends,enabled_backends,get_stores_detail.enabled_backends,"store_mapper = {
                'rbd': self._get_rbd_properties,
                'file': self._get_file_properties,
                'cinder': self._get_cinder_properties,
                'swift': self._get_swift_properties,
                's3': self._get_s3_properties,
                'http': self._get_http_properties
            }

            for store in stores:
                store_type = enabled_backends[store['id']]
                store['type'] = store_type
                store_detail = g_store.get_store_from_store_identifier(
                    store['id'])
                store['properties'] = store_mapper.get(store_type)(
                    store_detail)
                store['weight'] = getattr(CONF, store['id']).weight

        except exception.Forbidden as e:
            LOG.debug(""User not permitted to view details"")"
24,apps/glance/glance/api/v2/discovery.py,enabled,get_stores_detail.enabled_backends,enabled_backends,get_stores_detail.enabled_backends,"store_mapper = {
                'rbd': self._get_rbd_properties,
                'file': self._get_file_properties,
                'cinder': self._get_cinder_properties,
                'swift': self._get_swift_properties,
                's3': self._get_s3_properties,
                'http': self._get_http_properties
            }

            for store in stores:
                store_type = enabled_backends[store['id']]
                store['type'] = store_type
                store_detail = g_store.get_store_from_store_identifier(
                    store['id'])
                store['properties'] = store_mapper.get(store_type)(
                    store_detail)
                store['weight'] = getattr(CONF, store['id']).weight

        except exception.Forbidden as e:
            LOG.debug(""User not permitted to view details"")"
25,apps/glance/glance/api/v2/discovery.py,enabled,get_stores_detail.enabled_backends,enabled_backends,get_stores_detail.enabled_backends,"store_mapper = {
                'rbd': self._get_rbd_properties,
                'file': self._get_file_properties,
                'cinder': self._get_cinder_properties,
                'swift': self._get_swift_properties,
                's3': self._get_s3_properties,
                'http': self._get_http_properties
            }

            for store in stores:
                store_type = enabled_backends[store['id']]
                store['type'] = store_type
                store_detail = g_store.get_store_from_store_identifier(
                    store['id'])
                store['properties'] = store_mapper.get(store_type)(
                    store_detail)
                store['weight'] = getattr(CONF, store['id']).weight

        except exception.Forbidden as e:
            LOG.debug(""User not permitted to view details"")"
26,apps/glance/glance/api/v2/discovery.py,enabled,get_stores.enabled_backends,swift_store_config_file,get_stores.swift_store_config_file,"for backend in enabled_backends:
            if backend.startswith(""os_glance_""):
                continue

            stores = {}
            if enabled_backends[backend] == 'swift':
                conf_file = getattr(CONF, backend).swift_store_config_file
                multitenant = getattr(CONF, backend).swift_store_multi_tenant
                if multitenant and conf_file:
                    msg = (""The config options 'swift_store_multi_tenant' ""
                           ""and 'swift_store_config_file' are mutually ""
                           ""exclusive. If you intend to use multi-tenant ""
                           ""swift store, please make sure that you have ""
                           ""not set a swift configuration file with the ""
                           ""'swift_store_config_file' option. ""
                           ""Excluding `%s:%s` store details from the ""
                           ""response as it's not configured correctly.""
                           % (backend, enabled_backends[backend]))
                    LOG.warning(_LW(msg))
                    continue
            stores['id'] = backend
            description = getattr(CONF, backend).store_description
            if description:
                stores['description'] = description
            if backend == CONF.glance_store.default_backend:
                stores['default'] = ""true""
            # Check if http store is configured then mark it as read-only
            if enabled_backends[backend] == 'http':
                stores['read-only'] = ""true""
            backends.append(stores)"
27,apps/glance/glance/api/v2/discovery.py,enabled,get_stores.enabled_backends,swift_store_config_file,swift_store_config_file,"for backend in enabled_backends:
            if backend.startswith(""os_glance_""):
                continue

            stores = {}
            if enabled_backends[backend] == 'swift':
                conf_file = getattr(CONF, backend).swift_store_config_file
                multitenant = getattr(CONF, backend).swift_store_multi_tenant
                if multitenant and conf_file:
                    msg = (""The config options 'swift_store_multi_tenant' ""
                           ""and 'swift_store_config_file' are mutually ""
                           ""exclusive. If you intend to use multi-tenant ""
                           ""swift store, please make sure that you have ""
                           ""not set a swift configuration file with the ""
                           ""'swift_store_config_file' option. ""
                           ""Excluding `%s:%s` store details from the ""
                           ""response as it's not configured correctly.""
                           % (backend, enabled_backends[backend]))
                    LOG.warning(_LW(msg))
                    continue
            stores['id'] = backend
            description = getattr(CONF, backend).store_description
            if description:
                stores['description'] = description
            if backend == CONF.glance_store.default_backend:
                stores['default'] = ""true""
            # Check if http store is configured then mark it as read-only
            if enabled_backends[backend] == 'http':
                stores['read-only'] = ""true""
            backends.append(stores)"
28,apps/glance/glance/api/v2/discovery.py,swift_store_config_file,get_stores.swift_store_config_file,swift_store_multi_tenant,get_stores.swift_store_multi_tenant,"for backend in enabled_backends:
            if backend.startswith(""os_glance_""):
                continue

            stores = {}
            if enabled_backends[backend] == 'swift':
                conf_file = getattr(CONF, backend).swift_store_config_file
                multitenant = getattr(CONF, backend).swift_store_multi_tenant
                if multitenant and conf_file:
                    msg = (""The config options 'swift_store_multi_tenant' ""
                           ""and 'swift_store_config_file' are mutually ""
                           ""exclusive. If you intend to use multi-tenant ""
                           ""swift store, please make sure that you have ""
                           ""not set a swift configuration file with the ""
                           ""'swift_store_config_file' option. ""
                           ""Excluding `%s:%s` store details from the ""
                           ""response as it's not configured correctly.""
                           % (backend, enabled_backends[backend]))
                    LOG.warning(_LW(msg))
                    continue
            stores['id'] = backend
            description = getattr(CONF, backend).store_description
            if description:
                stores['description'] = description
            if backend == CONF.glance_store.default_backend:
                stores['default'] = ""true""
            # Check if http store is configured then mark it as read-only
            if enabled_backends[backend] == 'http':
                stores['read-only'] = ""true""
            backends.append(stores)"
29,apps/glance/glance/api/v2/discovery.py,swift_store_config_file,get_stores.swift_store_config_file,swift_store_multi_tenant,swift_store_multi_tenant,"for backend in enabled_backends:
            if backend.startswith(""os_glance_""):
                continue

            stores = {}
            if enabled_backends[backend] == 'swift':
                conf_file = getattr(CONF, backend).swift_store_config_file
                multitenant = getattr(CONF, backend).swift_store_multi_tenant
                if multitenant and conf_file:
                    msg = (""The config options 'swift_store_multi_tenant' ""
                           ""and 'swift_store_config_file' are mutually ""
                           ""exclusive. If you intend to use multi-tenant ""
                           ""swift store, please make sure that you have ""
                           ""not set a swift configuration file with the ""
                           ""'swift_store_config_file' option. ""
                           ""Excluding `%s:%s` store details from the ""
                           ""response as it's not configured correctly.""
                           % (backend, enabled_backends[backend]))
                    LOG.warning(_LW(msg))
                    continue
            stores['id'] = backend
            description = getattr(CONF, backend).store_description
            if description:
                stores['description'] = description
            if backend == CONF.glance_store.default_backend:
                stores['default'] = ""true""
            # Check if http store is configured then mark it as read-only
            if enabled_backends[backend] == 'http':
                stores['read-only'] = ""true""
            backends.append(stores)"
30,apps/glance/glance/api/v2/discovery.py,swift_store_config_file,swift_store_config_file,swift_store_multi_tenant,get_stores.swift_store_multi_tenant,"for backend in enabled_backends:
            if backend.startswith(""os_glance_""):
                continue

            stores = {}
            if enabled_backends[backend] == 'swift':
                conf_file = getattr(CONF, backend).swift_store_config_file
                multitenant = getattr(CONF, backend).swift_store_multi_tenant
                if multitenant and conf_file:
                    msg = (""The config options 'swift_store_multi_tenant' ""
                           ""and 'swift_store_config_file' are mutually ""
                           ""exclusive. If you intend to use multi-tenant ""
                           ""swift store, please make sure that you have ""
                           ""not set a swift configuration file with the ""
                           ""'swift_store_config_file' option. ""
                           ""Excluding `%s:%s` store details from the ""
                           ""response as it's not configured correctly.""
                           % (backend, enabled_backends[backend]))
                    LOG.warning(_LW(msg))
                    continue
            stores['id'] = backend
            description = getattr(CONF, backend).store_description
            if description:
                stores['description'] = description
            if backend == CONF.glance_store.default_backend:
                stores['default'] = ""true""
            # Check if http store is configured then mark it as read-only
            if enabled_backends[backend] == 'http':
                stores['read-only'] = ""true""
            backends.append(stores)"
31,apps/glance/glance/api/v2/discovery.py,swift_store_config_file,swift_store_config_file,swift_store_multi_tenant,swift_store_multi_tenant,"for backend in enabled_backends:
            if backend.startswith(""os_glance_""):
                continue

            stores = {}
            if enabled_backends[backend] == 'swift':
                conf_file = getattr(CONF, backend).swift_store_config_file
                multitenant = getattr(CONF, backend).swift_store_multi_tenant
                if multitenant and conf_file:
                    msg = (""The config options 'swift_store_multi_tenant' ""
                           ""and 'swift_store_config_file' are mutually ""
                           ""exclusive. If you intend to use multi-tenant ""
                           ""swift store, please make sure that you have ""
                           ""not set a swift configuration file with the ""
                           ""'swift_store_config_file' option. ""
                           ""Excluding `%s:%s` store details from the ""
                           ""response as it's not configured correctly.""
                           % (backend, enabled_backends[backend]))
                    LOG.warning(_LW(msg))
                    continue
            stores['id'] = backend
            description = getattr(CONF, backend).store_description
            if description:
                stores['description'] = description
            if backend == CONF.glance_store.default_backend:
                stores['default'] = ""true""
            # Check if http store is configured then mark it as read-only
            if enabled_backends[backend] == 'http':
                stores['read-only'] = ""true""
            backends.append(stores)"
32,apps/glance/glance/api/v2/discovery.py,enabled,get_stores.enabled_backends,swift_store_multi_tenant,get_stores.swift_store_multi_tenant,"for backend in enabled_backends:
            if backend.startswith(""os_glance_""):
                continue

            stores = {}
            if enabled_backends[backend] == 'swift':
                conf_file = getattr(CONF, backend).swift_store_config_file
                multitenant = getattr(CONF, backend).swift_store_multi_tenant
                if multitenant and conf_file:
                    msg = (""The config options 'swift_store_multi_tenant' ""
                           ""and 'swift_store_config_file' are mutually ""
                           ""exclusive. If you intend to use multi-tenant ""
                           ""swift store, please make sure that you have ""
                           ""not set a swift configuration file with the ""
                           ""'swift_store_config_file' option. ""
                           ""Excluding `%s:%s` store details from the ""
                           ""response as it's not configured correctly.""
                           % (backend, enabled_backends[backend]))
                    LOG.warning(_LW(msg))
                    continue
            stores['id'] = backend
            description = getattr(CONF, backend).store_description
            if description:
                stores['description'] = description
            if backend == CONF.glance_store.default_backend:
                stores['default'] = ""true""
            # Check if http store is configured then mark it as read-only
            if enabled_backends[backend] == 'http':
                stores['read-only'] = ""true""
            backends.append(stores)"
33,apps/glance/glance/api/v2/discovery.py,enabled,get_stores.enabled_backends,swift_store_multi_tenant,swift_store_multi_tenant,"for backend in enabled_backends:
            if backend.startswith(""os_glance_""):
                continue

            stores = {}
            if enabled_backends[backend] == 'swift':
                conf_file = getattr(CONF, backend).swift_store_config_file
                multitenant = getattr(CONF, backend).swift_store_multi_tenant
                if multitenant and conf_file:
                    msg = (""The config options 'swift_store_multi_tenant' ""
                           ""and 'swift_store_config_file' are mutually ""
                           ""exclusive. If you intend to use multi-tenant ""
                           ""swift store, please make sure that you have ""
                           ""not set a swift configuration file with the ""
                           ""'swift_store_config_file' option. ""
                           ""Excluding `%s:%s` store details from the ""
                           ""response as it's not configured correctly.""
                           % (backend, enabled_backends[backend]))
                    LOG.warning(_LW(msg))
                    continue
            stores['id'] = backend
            description = getattr(CONF, backend).store_description
            if description:
                stores['description'] = description
            if backend == CONF.glance_store.default_backend:
                stores['default'] = ""true""
            # Check if http store is configured then mark it as read-only
            if enabled_backends[backend] == 'http':
                stores['read-only'] = ""true""
            backends.append(stores)"
34,apps/glance/glance/api/v2/discovery.py,enabled_backends,get_stores.enabled_backends,swift_store_config_file,get_stores.swift_store_config_file,"for backend in enabled_backends:
            if backend.startswith(""os_glance_""):
                continue

            stores = {}
            if enabled_backends[backend] == 'swift':
                conf_file = getattr(CONF, backend).swift_store_config_file
                multitenant = getattr(CONF, backend).swift_store_multi_tenant
                if multitenant and conf_file:
                    msg = (""The config options 'swift_store_multi_tenant' ""
                           ""and 'swift_store_config_file' are mutually ""
                           ""exclusive. If you intend to use multi-tenant ""
                           ""swift store, please make sure that you have ""
                           ""not set a swift configuration file with the ""
                           ""'swift_store_config_file' option. ""
                           ""Excluding `%s:%s` store details from the ""
                           ""response as it's not configured correctly.""
                           % (backend, enabled_backends[backend]))
                    LOG.warning(_LW(msg))
                    continue
            stores['id'] = backend
            description = getattr(CONF, backend).store_description
            if description:
                stores['description'] = description
            if backend == CONF.glance_store.default_backend:
                stores['default'] = ""true""
            # Check if http store is configured then mark it as read-only
            if enabled_backends[backend] == 'http':
                stores['read-only'] = ""true""
            backends.append(stores)"
35,apps/glance/glance/api/v2/discovery.py,enabled_backends,get_stores.enabled_backends,swift_store_config_file,swift_store_config_file,"for backend in enabled_backends:
            if backend.startswith(""os_glance_""):
                continue

            stores = {}
            if enabled_backends[backend] == 'swift':
                conf_file = getattr(CONF, backend).swift_store_config_file
                multitenant = getattr(CONF, backend).swift_store_multi_tenant
                if multitenant and conf_file:
                    msg = (""The config options 'swift_store_multi_tenant' ""
                           ""and 'swift_store_config_file' are mutually ""
                           ""exclusive. If you intend to use multi-tenant ""
                           ""swift store, please make sure that you have ""
                           ""not set a swift configuration file with the ""
                           ""'swift_store_config_file' option. ""
                           ""Excluding `%s:%s` store details from the ""
                           ""response as it's not configured correctly.""
                           % (backend, enabled_backends[backend]))
                    LOG.warning(_LW(msg))
                    continue
            stores['id'] = backend
            description = getattr(CONF, backend).store_description
            if description:
                stores['description'] = description
            if backend == CONF.glance_store.default_backend:
                stores['default'] = ""true""
            # Check if http store is configured then mark it as read-only
            if enabled_backends[backend] == 'http':
                stores['read-only'] = ""true""
            backends.append(stores)"
36,apps/glance/glance/api/v2/discovery.py,enabled_backends,get_stores.enabled_backends,swift_store_multi_tenant,get_stores.swift_store_multi_tenant,"for backend in enabled_backends:
            if backend.startswith(""os_glance_""):
                continue

            stores = {}
            if enabled_backends[backend] == 'swift':
                conf_file = getattr(CONF, backend).swift_store_config_file
                multitenant = getattr(CONF, backend).swift_store_multi_tenant
                if multitenant and conf_file:
                    msg = (""The config options 'swift_store_multi_tenant' ""
                           ""and 'swift_store_config_file' are mutually ""
                           ""exclusive. If you intend to use multi-tenant ""
                           ""swift store, please make sure that you have ""
                           ""not set a swift configuration file with the ""
                           ""'swift_store_config_file' option. ""
                           ""Excluding `%s:%s` store details from the ""
                           ""response as it's not configured correctly.""
                           % (backend, enabled_backends[backend]))
                    LOG.warning(_LW(msg))
                    continue
            stores['id'] = backend
            description = getattr(CONF, backend).store_description
            if description:
                stores['description'] = description
            if backend == CONF.glance_store.default_backend:
                stores['default'] = ""true""
            # Check if http store is configured then mark it as read-only
            if enabled_backends[backend] == 'http':
                stores['read-only'] = ""true""
            backends.append(stores)"
