id,filepath,controlflow_type,cf_start_lineno,cf_end_lineno,var1_lineno,var2_lineno,var1,localvar1,var2,localvar2,relation
26,apps/cinder/cinder/compute/nova.py,,,,120,120,cafile,novaclient.cafile,insecure,novaclient.insecure,same_line
27,apps/cinder/cinder/compute/nova.py,,,,120,120,cafile,novaclient.cafile,interface,novaclient.interface,same_line
28,apps/cinder/cinder/compute/nova.py,,,,120,120,cafile,novaclient.cafile,region_name,novaclient.region_name,same_line
29,apps/cinder/cinder/compute/nova.py,,,,120,120,cafile,novaclient.cafile,timeout,novaclient.timeout,same_line
30,apps/cinder/cinder/compute/nova.py,,,,120,120,cafile,novaclient.cafile,token_auth_url,novaclient.keystone_session,same_line
31,apps/cinder/cinder/compute/nova.py,,,,120,120,insecure,novaclient.insecure,interface,novaclient.interface,same_line
32,apps/cinder/cinder/compute/nova.py,,,,120,120,insecure,novaclient.insecure,region_name,novaclient.region_name,same_line
33,apps/cinder/cinder/compute/nova.py,,,,120,120,insecure,novaclient.insecure,timeout,novaclient.timeout,same_line
34,apps/cinder/cinder/compute/nova.py,,,,120,120,insecure,novaclient.insecure,token_auth_url,novaclient.keystone_session,same_line
35,apps/cinder/cinder/compute/nova.py,,,,120,120,interface,novaclient.interface,region_name,novaclient.region_name,same_line
36,apps/cinder/cinder/compute/nova.py,,,,120,120,interface,novaclient.interface,timeout,novaclient.timeout,same_line
37,apps/cinder/cinder/compute/nova.py,,,,120,120,interface,novaclient.interface,token_auth_url,novaclient.keystone_session,same_line
38,apps/cinder/cinder/compute/nova.py,,,,120,120,region_name,novaclient.region_name,timeout,novaclient.timeout,same_line
39,apps/cinder/cinder/compute/nova.py,,,,120,120,region_name,novaclient.region_name,token_auth_url,novaclient.keystone_session,same_line
40,apps/cinder/cinder/compute/nova.py,,,,120,120,timeout,novaclient.timeout,token_auth_url,novaclient.keystone_session,same_line
41,apps/cinder/cinder/compute/nova.py,,,,131,131,cafile,novaclient.c,insecure,novaclient.c,same_line
42,apps/cinder/cinder/compute/nova.py,,,,131,131,cafile,novaclient.c,interface,novaclient.c,same_line
43,apps/cinder/cinder/compute/nova.py,,,,131,131,cafile,novaclient.c,region_name,novaclient.c,same_line
44,apps/cinder/cinder/compute/nova.py,,,,131,131,cafile,novaclient.c,timeout,novaclient.c,same_line
45,apps/cinder/cinder/compute/nova.py,,,,131,131,cafile,novaclient.c,token_auth_url,novaclient.c,same_line
46,apps/cinder/cinder/compute/nova.py,,,,131,131,insecure,novaclient.c,interface,novaclient.c,same_line
47,apps/cinder/cinder/compute/nova.py,,,,131,131,insecure,novaclient.c,region_name,novaclient.c,same_line
48,apps/cinder/cinder/compute/nova.py,,,,131,131,insecure,novaclient.c,timeout,novaclient.c,same_line
49,apps/cinder/cinder/compute/nova.py,,,,131,131,insecure,novaclient.c,token_auth_url,novaclient.c,same_line
50,apps/cinder/cinder/compute/nova.py,,,,131,131,interface,novaclient.c,region_name,novaclient.c,same_line
51,apps/cinder/cinder/compute/nova.py,,,,131,131,interface,novaclient.c,timeout,novaclient.c,same_line
52,apps/cinder/cinder/compute/nova.py,,,,131,131,interface,novaclient.c,token_auth_url,novaclient.c,same_line
53,apps/cinder/cinder/compute/nova.py,,,,131,131,region_name,novaclient.c,timeout,novaclient.c,same_line
54,apps/cinder/cinder/compute/nova.py,,,,131,131,region_name,novaclient.c,token_auth_url,novaclient.c,same_line
55,apps/cinder/cinder/compute/nova.py,,,,131,131,timeout,novaclient.c,token_auth_url,novaclient.c,same_line
56,apps/cinder/cinder/compute/nova.py,For,74,80,80,78,interface,interface,region_name,region_name,same_controlflow
57,apps/cinder/cinder/compute/nova.py,For,77,80,80,78,interface,interface,region_name,region_name,same_controlflow
58,apps/cinder/cinder/compute/nova.py,If,78,80,80,78,interface,interface,region_name,region_name,same_controlflow
59,apps/cinder/cinder/compute/nova.py,If,98,110,98,103,auth_type,auth_type,token_auth_url,novaclient.token_auth_url,same_controlflow
60,apps/cinder/cinder/compute/nova.py,If,98,110,98,103,auth_type,auth_type,token_auth_url,token_auth_url,same_controlflow
61,apps/cinder/cinder/compute/nova.py,If,98,110,98,107,auth_type,auth_type,token_auth_url,novaclient.url,same_controlflow
62,apps/cinder/cinder/compute/nova.py,If,112,113,112,113,auth_strategy,CONF.auth_strategy,token_auth_url,novaclient.n_auth,same_controlflow
63,apps/cinder/cinder/group/api.py,If,83,96,84,86,allow_availability_zone_fallback,CONF.allow_availability_zone_fallback,default_availability_zone,_extract_availability_zone.CONF.default_availability_zone,same_controlflow
64,apps/cinder/cinder/group/api.py,If,83,96,84,87,allow_availability_zone_fallback,CONF.allow_availability_zone_fallback,default_availability_zone,CONF.default_availability_zone,same_controlflow
65,apps/cinder/cinder/group/api.py,If,83,96,84,95,allow_availability_zone_fallback,CONF.allow_availability_zone_fallback,default_availability_zone,_extract_availability_zone.availability_zone,same_controlflow
66,apps/cinder/cinder/group/api.py,If,83,96,84,95,allow_availability_zone_fallback,CONF.allow_availability_zone_fallback,default_availability_zone,_extract_availability_zone.msg,same_controlflow
67,apps/cinder/cinder/group/api.py,If,84,96,84,86,allow_availability_zone_fallback,CONF.allow_availability_zone_fallback,default_availability_zone,_extract_availability_zone.CONF.default_availability_zone,same_controlflow
68,apps/cinder/cinder/group/api.py,If,84,96,84,87,allow_availability_zone_fallback,CONF.allow_availability_zone_fallback,default_availability_zone,CONF.default_availability_zone,same_controlflow
69,apps/cinder/cinder/group/api.py,If,84,96,84,95,allow_availability_zone_fallback,CONF.allow_availability_zone_fallback,default_availability_zone,_extract_availability_zone.availability_zone,same_controlflow
70,apps/cinder/cinder/group/api.py,If,84,96,84,95,allow_availability_zone_fallback,CONF.allow_availability_zone_fallback,default_availability_zone,_extract_availability_zone.msg,same_controlflow
71,apps/cinder/cinder/image/glance.py,,,,117,117,glance_api_insecure,CONF.glance_api_insecure,glance_ca_certificates_file,_create_glance_client.CONF.glance_ca_certificates_file,same_line
72,apps/cinder/cinder/image/glance.py,,,,117,117,glance_api_insecure,CONF.glance_api_insecure,glance_request_timeout,_create_glance_client.CONF.glance_request_timeout,same_line
73,apps/cinder/cinder/image/glance.py,,,,117,117,glance_api_insecure,CONF.glance_api_insecure,insecure,CONF.glance_api_insecure,same_line
74,apps/cinder/cinder/image/glance.py,,,,117,117,glance_api_insecure,CONF.glance_api_insecure,insecure,_create_glance_client.CONF.glance_api_insecure,same_line
75,apps/cinder/cinder/image/glance.py,,,,117,117,glance_api_insecure,CONF.glance_api_insecure,timeout,_create_glance_client.CONF.glance_request_timeout,same_line
76,apps/cinder/cinder/image/glance.py,,,,117,117,glance_api_insecure,_create_glance_client.CONF.glance_api_insecure,glance_ca_certificates_file,_create_glance_client.CONF.glance_ca_certificates_file,same_line
77,apps/cinder/cinder/image/glance.py,,,,117,117,glance_api_insecure,_create_glance_client.CONF.glance_api_insecure,glance_request_timeout,_create_glance_client.CONF.glance_request_timeout,same_line
78,apps/cinder/cinder/image/glance.py,,,,117,117,glance_api_insecure,_create_glance_client.CONF.glance_api_insecure,insecure,CONF.glance_api_insecure,same_line
79,apps/cinder/cinder/image/glance.py,,,,117,117,glance_api_insecure,_create_glance_client.CONF.glance_api_insecure,insecure,_create_glance_client.CONF.glance_api_insecure,same_line
80,apps/cinder/cinder/image/glance.py,,,,117,117,glance_api_insecure,_create_glance_client.CONF.glance_api_insecure,timeout,_create_glance_client.CONF.glance_request_timeout,same_line
81,apps/cinder/cinder/image/glance.py,,,,117,117,glance_ca_certificates_file,_create_glance_client.CONF.glance_ca_certificates_file,glance_request_timeout,_create_glance_client.CONF.glance_request_timeout,same_line
82,apps/cinder/cinder/image/glance.py,,,,117,117,glance_ca_certificates_file,_create_glance_client.CONF.glance_ca_certificates_file,insecure,CONF.glance_api_insecure,same_line
83,apps/cinder/cinder/image/glance.py,,,,117,117,glance_ca_certificates_file,_create_glance_client.CONF.glance_ca_certificates_file,insecure,_create_glance_client.CONF.glance_api_insecure,same_line
84,apps/cinder/cinder/image/glance.py,,,,117,117,glance_ca_certificates_file,_create_glance_client.CONF.glance_ca_certificates_file,timeout,_create_glance_client.CONF.glance_request_timeout,same_line
85,apps/cinder/cinder/image/glance.py,,,,117,117,glance_request_timeout,_create_glance_client.CONF.glance_request_timeout,insecure,CONF.glance_api_insecure,same_line
86,apps/cinder/cinder/image/glance.py,,,,117,117,glance_request_timeout,_create_glance_client.CONF.glance_request_timeout,insecure,_create_glance_client.CONF.glance_api_insecure,same_line
87,apps/cinder/cinder/image/glance.py,,,,117,117,glance_request_timeout,_create_glance_client.CONF.glance_request_timeout,timeout,_create_glance_client.CONF.glance_request_timeout,same_line
88,apps/cinder/cinder/image/glance.py,,,,117,117,insecure,CONF.glance_api_insecure,timeout,_create_glance_client.CONF.glance_request_timeout,same_line
89,apps/cinder/cinder/image/glance.py,,,,117,117,insecure,_create_glance_client.CONF.glance_api_insecure,timeout,_create_glance_client.CONF.glance_request_timeout,same_line
90,apps/cinder/cinder/image/glance.py,,,,119,119,glance_request_timeout,CONF.glance_request_timeout,timeout,CONF.glance_request_timeout,same_line
91,apps/cinder/cinder/image/glance.py,,,,125,125,certfile,_create_glance_client.CONF.glance_certfile,glance_api_insecure,CONF.glance_api_insecure,same_line
92,apps/cinder/cinder/image/glance.py,,,,125,125,certfile,_create_glance_client.CONF.glance_certfile,glance_api_insecure,_create_glance_client.CONF.glance_api_insecure,same_line
93,apps/cinder/cinder/image/glance.py,,,,125,125,certfile,_create_glance_client.CONF.glance_certfile,glance_ca_certificates_file,_create_glance_client.CONF.glance_ca_certificates_file,same_line
94,apps/cinder/cinder/image/glance.py,,,,125,125,certfile,_create_glance_client.CONF.glance_certfile,glance_certfile,_create_glance_client.CONF.glance_certfile,same_line
95,apps/cinder/cinder/image/glance.py,,,,125,125,certfile,_create_glance_client.CONF.glance_certfile,glance_keyfile,_create_glance_client.CONF.glance_keyfile,same_line
96,apps/cinder/cinder/image/glance.py,,,,125,125,certfile,_create_glance_client.CONF.glance_certfile,glance_request_timeout,_create_glance_client.CONF.glance_request_timeout,same_line
97,apps/cinder/cinder/image/glance.py,,,,125,125,certfile,_create_glance_client.CONF.glance_certfile,insecure,CONF.glance_api_insecure,same_line
98,apps/cinder/cinder/image/glance.py,,,,125,125,certfile,_create_glance_client.CONF.glance_certfile,insecure,_create_glance_client.CONF.glance_api_insecure,same_line
99,apps/cinder/cinder/image/glance.py,,,,125,125,certfile,_create_glance_client.CONF.glance_certfile,keyfile,_create_glance_client.CONF.glance_keyfile,same_line
100,apps/cinder/cinder/image/glance.py,,,,125,125,certfile,_create_glance_client.CONF.glance_certfile,timeout,_create_glance_client.CONF.glance_request_timeout,same_line
101,apps/cinder/cinder/image/glance.py,,,,125,125,glance_api_insecure,CONF.glance_api_insecure,glance_ca_certificates_file,_create_glance_client.CONF.glance_ca_certificates_file,same_line
102,apps/cinder/cinder/image/glance.py,,,,125,125,glance_api_insecure,CONF.glance_api_insecure,glance_certfile,_create_glance_client.CONF.glance_certfile,same_line
103,apps/cinder/cinder/image/glance.py,,,,125,125,glance_api_insecure,CONF.glance_api_insecure,glance_keyfile,_create_glance_client.CONF.glance_keyfile,same_line
104,apps/cinder/cinder/image/glance.py,,,,125,125,glance_api_insecure,CONF.glance_api_insecure,glance_request_timeout,_create_glance_client.CONF.glance_request_timeout,same_line
105,apps/cinder/cinder/image/glance.py,,,,125,125,glance_api_insecure,CONF.glance_api_insecure,insecure,CONF.glance_api_insecure,same_line
106,apps/cinder/cinder/image/glance.py,,,,125,125,glance_api_insecure,CONF.glance_api_insecure,insecure,_create_glance_client.CONF.glance_api_insecure,same_line
107,apps/cinder/cinder/image/glance.py,,,,125,125,glance_api_insecure,CONF.glance_api_insecure,keyfile,_create_glance_client.CONF.glance_keyfile,same_line
108,apps/cinder/cinder/image/glance.py,,,,125,125,glance_api_insecure,CONF.glance_api_insecure,timeout,_create_glance_client.CONF.glance_request_timeout,same_line
109,apps/cinder/cinder/image/glance.py,,,,125,125,glance_api_insecure,_create_glance_client.CONF.glance_api_insecure,glance_ca_certificates_file,_create_glance_client.CONF.glance_ca_certificates_file,same_line
110,apps/cinder/cinder/image/glance.py,,,,125,125,glance_api_insecure,_create_glance_client.CONF.glance_api_insecure,glance_certfile,_create_glance_client.CONF.glance_certfile,same_line
111,apps/cinder/cinder/image/glance.py,,,,125,125,glance_api_insecure,_create_glance_client.CONF.glance_api_insecure,glance_keyfile,_create_glance_client.CONF.glance_keyfile,same_line
112,apps/cinder/cinder/image/glance.py,,,,125,125,glance_api_insecure,_create_glance_client.CONF.glance_api_insecure,glance_request_timeout,_create_glance_client.CONF.glance_request_timeout,same_line
113,apps/cinder/cinder/image/glance.py,,,,125,125,glance_api_insecure,_create_glance_client.CONF.glance_api_insecure,insecure,CONF.glance_api_insecure,same_line
114,apps/cinder/cinder/image/glance.py,,,,125,125,glance_api_insecure,_create_glance_client.CONF.glance_api_insecure,insecure,_create_glance_client.CONF.glance_api_insecure,same_line
115,apps/cinder/cinder/image/glance.py,,,,125,125,glance_api_insecure,_create_glance_client.CONF.glance_api_insecure,keyfile,_create_glance_client.CONF.glance_keyfile,same_line
116,apps/cinder/cinder/image/glance.py,,,,125,125,glance_api_insecure,_create_glance_client.CONF.glance_api_insecure,timeout,_create_glance_client.CONF.glance_request_timeout,same_line
117,apps/cinder/cinder/image/glance.py,,,,125,125,glance_ca_certificates_file,_create_glance_client.CONF.glance_ca_certificates_file,glance_certfile,_create_glance_client.CONF.glance_certfile,same_line
118,apps/cinder/cinder/image/glance.py,,,,125,125,glance_ca_certificates_file,_create_glance_client.CONF.glance_ca_certificates_file,glance_keyfile,_create_glance_client.CONF.glance_keyfile,same_line
119,apps/cinder/cinder/image/glance.py,,,,125,125,glance_ca_certificates_file,_create_glance_client.CONF.glance_ca_certificates_file,glance_request_timeout,_create_glance_client.CONF.glance_request_timeout,same_line
120,apps/cinder/cinder/image/glance.py,,,,125,125,glance_ca_certificates_file,_create_glance_client.CONF.glance_ca_certificates_file,insecure,CONF.glance_api_insecure,same_line
121,apps/cinder/cinder/image/glance.py,,,,125,125,glance_ca_certificates_file,_create_glance_client.CONF.glance_ca_certificates_file,insecure,_create_glance_client.CONF.glance_api_insecure,same_line
122,apps/cinder/cinder/image/glance.py,,,,125,125,glance_ca_certificates_file,_create_glance_client.CONF.glance_ca_certificates_file,keyfile,_create_glance_client.CONF.glance_keyfile,same_line
123,apps/cinder/cinder/image/glance.py,,,,125,125,glance_ca_certificates_file,_create_glance_client.CONF.glance_ca_certificates_file,timeout,_create_glance_client.CONF.glance_request_timeout,same_line
124,apps/cinder/cinder/image/glance.py,,,,125,125,glance_certfile,_create_glance_client.CONF.glance_certfile,glance_keyfile,_create_glance_client.CONF.glance_keyfile,same_line
125,apps/cinder/cinder/image/glance.py,,,,125,125,glance_certfile,_create_glance_client.CONF.glance_certfile,glance_request_timeout,_create_glance_client.CONF.glance_request_timeout,same_line
126,apps/cinder/cinder/image/glance.py,,,,125,125,glance_certfile,_create_glance_client.CONF.glance_certfile,insecure,CONF.glance_api_insecure,same_line
127,apps/cinder/cinder/image/glance.py,,,,125,125,glance_certfile,_create_glance_client.CONF.glance_certfile,insecure,_create_glance_client.CONF.glance_api_insecure,same_line
128,apps/cinder/cinder/image/glance.py,,,,125,125,glance_certfile,_create_glance_client.CONF.glance_certfile,keyfile,_create_glance_client.CONF.glance_keyfile,same_line
129,apps/cinder/cinder/image/glance.py,,,,125,125,glance_certfile,_create_glance_client.CONF.glance_certfile,timeout,_create_glance_client.CONF.glance_request_timeout,same_line
130,apps/cinder/cinder/image/glance.py,,,,125,125,glance_keyfile,_create_glance_client.CONF.glance_keyfile,glance_request_timeout,_create_glance_client.CONF.glance_request_timeout,same_line
131,apps/cinder/cinder/image/glance.py,,,,125,125,glance_keyfile,_create_glance_client.CONF.glance_keyfile,insecure,CONF.glance_api_insecure,same_line
132,apps/cinder/cinder/image/glance.py,,,,125,125,glance_keyfile,_create_glance_client.CONF.glance_keyfile,insecure,_create_glance_client.CONF.glance_api_insecure,same_line
133,apps/cinder/cinder/image/glance.py,,,,125,125,glance_keyfile,_create_glance_client.CONF.glance_keyfile,keyfile,_create_glance_client.CONF.glance_keyfile,same_line
134,apps/cinder/cinder/image/glance.py,,,,125,125,glance_keyfile,_create_glance_client.CONF.glance_keyfile,timeout,_create_glance_client.CONF.glance_request_timeout,same_line
135,apps/cinder/cinder/image/glance.py,,,,125,125,glance_request_timeout,_create_glance_client.CONF.glance_request_timeout,insecure,CONF.glance_api_insecure,same_line
136,apps/cinder/cinder/image/glance.py,,,,125,125,glance_request_timeout,_create_glance_client.CONF.glance_request_timeout,insecure,_create_glance_client.CONF.glance_api_insecure,same_line
137,apps/cinder/cinder/image/glance.py,,,,125,125,glance_request_timeout,_create_glance_client.CONF.glance_request_timeout,keyfile,_create_glance_client.CONF.glance_keyfile,same_line
138,apps/cinder/cinder/image/glance.py,,,,125,125,glance_request_timeout,_create_glance_client.CONF.glance_request_timeout,timeout,_create_glance_client.CONF.glance_request_timeout,same_line
139,apps/cinder/cinder/image/glance.py,,,,125,125,insecure,CONF.glance_api_insecure,keyfile,_create_glance_client.CONF.glance_keyfile,same_line
140,apps/cinder/cinder/image/glance.py,,,,125,125,insecure,CONF.glance_api_insecure,timeout,_create_glance_client.CONF.glance_request_timeout,same_line
141,apps/cinder/cinder/image/glance.py,,,,125,125,insecure,_create_glance_client.CONF.glance_api_insecure,keyfile,_create_glance_client.CONF.glance_keyfile,same_line
142,apps/cinder/cinder/image/glance.py,,,,125,125,insecure,_create_glance_client.CONF.glance_api_insecure,timeout,_create_glance_client.CONF.glance_request_timeout,same_line
143,apps/cinder/cinder/image/glance.py,,,,125,125,keyfile,_create_glance_client.CONF.glance_keyfile,timeout,_create_glance_client.CONF.glance_request_timeout,same_line
144,apps/cinder/cinder/image/glance.py,,,,127,127,glance_request_timeout,CONF.glance_request_timeout,timeout,CONF.glance_request_timeout,same_line
145,apps/cinder/cinder/image/glance.py,,,,128,128,certfile,CONF.glance_certfile,glance_certfile,CONF.glance_certfile,same_line
146,apps/cinder/cinder/image/glance.py,,,,129,129,glance_keyfile,CONF.glance_keyfile,keyfile,CONF.glance_keyfile,same_line
147,apps/cinder/cinder/image/glance.py,,,,132,132,certfile,_create_glance_client.config_options,glance_api_insecure,_create_glance_client.config_options,same_line
148,apps/cinder/cinder/image/glance.py,,,,132,132,certfile,_create_glance_client.config_options,glance_ca_certificates_file,_create_glance_client.config_options,same_line
149,apps/cinder/cinder/image/glance.py,,,,132,132,certfile,_create_glance_client.config_options,glance_certfile,_create_glance_client.config_options,same_line
150,apps/cinder/cinder/image/glance.py,,,,132,132,certfile,_create_glance_client.config_options,glance_keyfile,_create_glance_client.config_options,same_line
151,apps/cinder/cinder/image/glance.py,,,,132,132,certfile,_create_glance_client.config_options,glance_request_timeout,_create_glance_client.config_options,same_line
152,apps/cinder/cinder/image/glance.py,,,,132,132,certfile,_create_glance_client.config_options,insecure,_create_glance_client.config_options,same_line
153,apps/cinder/cinder/image/glance.py,,,,132,132,certfile,_create_glance_client.config_options,keyfile,_create_glance_client.config_options,same_line
154,apps/cinder/cinder/image/glance.py,,,,132,132,certfile,_create_glance_client.config_options,timeout,_create_glance_client.config_options,same_line
155,apps/cinder/cinder/image/glance.py,,,,132,132,glance_api_insecure,_create_glance_client.config_options,glance_ca_certificates_file,_create_glance_client.config_options,same_line
156,apps/cinder/cinder/image/glance.py,,,,132,132,glance_api_insecure,_create_glance_client.config_options,glance_certfile,_create_glance_client.config_options,same_line
157,apps/cinder/cinder/image/glance.py,,,,132,132,glance_api_insecure,_create_glance_client.config_options,glance_keyfile,_create_glance_client.config_options,same_line
158,apps/cinder/cinder/image/glance.py,,,,132,132,glance_api_insecure,_create_glance_client.config_options,glance_request_timeout,_create_glance_client.config_options,same_line
159,apps/cinder/cinder/image/glance.py,,,,132,132,glance_api_insecure,_create_glance_client.config_options,insecure,_create_glance_client.config_options,same_line
160,apps/cinder/cinder/image/glance.py,,,,132,132,glance_api_insecure,_create_glance_client.config_options,keyfile,_create_glance_client.config_options,same_line
161,apps/cinder/cinder/image/glance.py,,,,132,132,glance_api_insecure,_create_glance_client.config_options,timeout,_create_glance_client.config_options,same_line
162,apps/cinder/cinder/image/glance.py,,,,132,132,glance_ca_certificates_file,_create_glance_client.config_options,glance_certfile,_create_glance_client.config_options,same_line
163,apps/cinder/cinder/image/glance.py,,,,132,132,glance_ca_certificates_file,_create_glance_client.config_options,glance_keyfile,_create_glance_client.config_options,same_line
164,apps/cinder/cinder/image/glance.py,,,,132,132,glance_ca_certificates_file,_create_glance_client.config_options,glance_request_timeout,_create_glance_client.config_options,same_line
165,apps/cinder/cinder/image/glance.py,,,,132,132,glance_ca_certificates_file,_create_glance_client.config_options,insecure,_create_glance_client.config_options,same_line
166,apps/cinder/cinder/image/glance.py,,,,132,132,glance_ca_certificates_file,_create_glance_client.config_options,keyfile,_create_glance_client.config_options,same_line
167,apps/cinder/cinder/image/glance.py,,,,132,132,glance_ca_certificates_file,_create_glance_client.config_options,timeout,_create_glance_client.config_options,same_line
168,apps/cinder/cinder/image/glance.py,,,,132,132,glance_certfile,_create_glance_client.config_options,glance_keyfile,_create_glance_client.config_options,same_line
169,apps/cinder/cinder/image/glance.py,,,,132,132,glance_certfile,_create_glance_client.config_options,glance_request_timeout,_create_glance_client.config_options,same_line
170,apps/cinder/cinder/image/glance.py,,,,132,132,glance_certfile,_create_glance_client.config_options,insecure,_create_glance_client.config_options,same_line
171,apps/cinder/cinder/image/glance.py,,,,132,132,glance_certfile,_create_glance_client.config_options,keyfile,_create_glance_client.config_options,same_line
172,apps/cinder/cinder/image/glance.py,,,,132,132,glance_certfile,_create_glance_client.config_options,timeout,_create_glance_client.config_options,same_line
173,apps/cinder/cinder/image/glance.py,,,,132,132,glance_keyfile,_create_glance_client.config_options,glance_request_timeout,_create_glance_client.config_options,same_line
174,apps/cinder/cinder/image/glance.py,,,,132,132,glance_keyfile,_create_glance_client.config_options,insecure,_create_glance_client.config_options,same_line
175,apps/cinder/cinder/image/glance.py,,,,132,132,glance_keyfile,_create_glance_client.config_options,keyfile,_create_glance_client.config_options,same_line
176,apps/cinder/cinder/image/glance.py,,,,132,132,glance_keyfile,_create_glance_client.config_options,timeout,_create_glance_client.config_options,same_line
177,apps/cinder/cinder/image/glance.py,,,,132,132,glance_request_timeout,_create_glance_client.config_options,insecure,_create_glance_client.config_options,same_line
178,apps/cinder/cinder/image/glance.py,,,,132,132,glance_request_timeout,_create_glance_client.config_options,keyfile,_create_glance_client.config_options,same_line
179,apps/cinder/cinder/image/glance.py,,,,132,132,glance_request_timeout,_create_glance_client.config_options,timeout,_create_glance_client.config_options,same_line
180,apps/cinder/cinder/image/glance.py,,,,132,132,insecure,_create_glance_client.config_options,keyfile,_create_glance_client.config_options,same_line
181,apps/cinder/cinder/image/glance.py,,,,132,132,insecure,_create_glance_client.config_options,timeout,_create_glance_client.config_options,same_line
182,apps/cinder/cinder/image/glance.py,,,,132,132,keyfile,_create_glance_client.config_options,timeout,_create_glance_client.config_options,same_line
183,apps/cinder/cinder/image/glance.py,If,116,121,116,117,auth_strategy,CONF.auth_strategy,glance_api_insecure,CONF.glance_api_insecure,same_controlflow
